"","StandortID","KaboStatus","AktStandorttyp","x_200","y_200","Gemeinde","periode","p.dat","param_txt","einheit","WertOB","WertOB_tab","Klasse_OB","WertUB","WertUB_tab","Klasse_UB"
"8859",7138,"NS","Acker",2687600,1261400,"Embrach",2,2001-10-11,"Blei","ppm",17.3,"17.3","0",14.1,"14.1","0"
"8860",7138,"NS","Acker",2687600,1261400,"Embrach",3,2006-11-08,"Blei","ppm",16.8,"16.8","0",13.5,"13.5","0"
"8861",7138,"NS","Acker",2687600,1261400,"Embrach",4,2011-03-06,"Blei","ppm",17.5,"17.5","0",13,"13","0"
"8862",7138,"NS","Acker",2687600,1261400,"Embrach",5,2016-08-11,"Blei","ppm",16.7,"16.7","0",12.8,"12.8","0"
"8863",7138,"NS","Acker",2687600,1261400,"Embrach",6,2021-03-24,"Blei","ppm",18,"18","0",17,"17","0"
"8864",7139,"NS","Acker",2681200,1266800,"Glattfelden",1,1996-09-06,"Blei","ppm",19.4,"19.4","0",13.7,"13.7","0"
"8865",7139,"NS","Acker",2681200,1266800,"Glattfelden",2,2001-08-16,"Blei","ppm",18.7,"18.7","0",14.4,"14.4","0"
"8866",7139,"NS","Acker",2681200,1266800,"Glattfelden",3,2006-06-07,"Blei","ppm",17.4,"17.4","0",13.5,"13.5","0"
"8867",7139,"NS","Acker",2681200,1266800,"Glattfelden",4,2011-08-04,"Blei","ppm",17.7,"17.7","0",13.5,"13.5","0"
"8868",7139,"NS","Acker",2681200,1266800,"Glattfelden",5,2016-04-21,"Blei","ppm",18.7,"18.7","0",14.1,"14.1","0"
"8869",7139,"NS","Acker",2681200,1266800,"Glattfelden",6,2021-09-08,"Blei","ppm",18,"18","0",15,"15","0"
"8870",7140,"NS","Acker",2699000,1235600,"Hombrechtikon",1,1996-09-10,"Blei","ppm",25.3,"25.3","0",9.4,"9.4","0"
"8871",7140,"NS","Acker",2699000,1235600,"Hombrechtikon",2,2001-02-28,"Blei","ppm",25.9,"25.9","0",9.1,"9.1","0"
"8872",7140,"NS","Acker",2699000,1235600,"Hombrechtikon",3,2006-05-10,"Blei","ppm",23.3,"23.3","0",9.2,"9.2","0"
"8873",7140,"NS","Acker",2699000,1235600,"Hombrechtikon",4,2011-09-07,"Blei","ppm",24.4,"24.4","0",11.9,"11.9","0"
"8874",7140,"NS","Acker",2699000,1235600,"Hombrechtikon",5,2016-08-10,"Blei","ppm",24.7,"24.7","0",9.4,"9.4","0"
"8875",7141,"NS","Grünland",2686800,1259000,"Lufingen",1,1996-09-10,"Blei","ppm",17.8,"17.8","0",10.7,"10.7","0"
"8876",7141,"NS","Grünland",2686800,1259000,"Lufingen",2,2001-05-09,"Blei","ppm",18.7,"18.7","0",13.3,"13.3","0"
"8877",7141,"NS","Grünland",2686800,1259000,"Lufingen",3,2006-04-26,"Blei","ppm",17.9,"17.9","0",12.6,"12.6","0"
"8878",7141,"NS","Grünland",2686800,1259000,"Lufingen",4,2011-06-23,"Blei","ppm",18.6,"18.6","0",NA,NA,NA
"8879",7141,"NS","Grünland",2686800,1259000,"Lufingen",5,2016-04-06,"Blei","ppm",18.4,"18.4","0",11.3,"11.3","0"
"8880",7141,"NS","Grünland",2686800,1259000,"Lufingen",6,2021-09-21,"Blei","ppm",20,"20","0",14,"14","0"
"8881",7142,"HS","Grünland",2675600,1237000,"Affoltern a.A.",1,1995-11-07,"Blei","ppm",20.9,"20.9","0",13.3,"13.3","0"
"8882",7142,"HS","Grünland",2675600,1237000,"Affoltern a.A.",3,2005-06-30,"Blei","ppm",21,"21","0",14.2,"14.2","0"
"8883",7142,"HS","Grünland",2675600,1237000,"Affoltern a.A.",4,2010-04-22,"Blei","ppm",20.6,"20.6","0",14.7,"14.7","0"
"8884",7142,"HS","Grünland",2675600,1237000,"Affoltern a.A.",5,2015-05-27,"Blei","ppm",20.6,"20.6","0",13,"13","0"
"8885",7142,"HS","Grünland",2675600,1237000,"Affoltern a.A.",6,2021-08-31,"Blei","ppm",21.5,"21.5","0",12.8,"12.8","0"
"8886",7143,"HS","Acker",2674400,1231600,"Maschwanden",1,1995-10-31,"Blei","ppm",14.4,"14.4","0",8.7,"8.7","0"
"8887",7143,"HS","Acker",2674400,1231600,"Maschwanden",3,2005-07-06,"Blei","ppm",16.1,"16.1","0",11.1,"11.1","0"
"8888",7143,"HS","Acker",2674400,1231600,"Maschwanden",4,2010-04-22,"Blei","ppm",15.6,"15.6","0",9.1,"9.1","0"
"8889",7143,"HS","Acker",2674400,1231600,"Maschwanden",5,2015-08-05,"Blei","ppm",16.6,"16.6","0",8.9,"8.9","0"
"8890",7143,"HS","Acker",2674400,1231600,"Maschwanden",6,2021-08-31,"Blei","ppm",15.4,"15.4","0",9.8,"9.8","0"
"8891",7144,"HS","Wald",2681400,1238600,"Adliswil",1,1995-11-05,"Blei","ppm",33,"33","0",13.6,"13.6","0"
"8892",7144,"HS","Wald",2681400,1238600,"Adliswil",3,2005-07-06,"Blei","ppm",NA,NA,NA,14.4,"14.4","0"
"8893",7144,"HS","Wald",2681400,1238600,"Adliswil",4,2010-06-02,"Blei","ppm",30,"30","0",13.1,"13.1","0"
"8894",7144,"HS","Wald",2681400,1238600,"Adliswil",5,2015-07-16,"Blei","ppm",34.1,"34.1","0",14.8,"14.8","0"
"8895",7144,"HS","Wald",2681400,1238600,"Adliswil",6,2021-04-23,"Blei","ppm",33.5,"33.5","0",11.1,"11.1","0"
"8896",7146,"HS","Grünland",2710200,1239600,"Wald",1,1995-11-07,"Blei","ppm",23.3,"23.3","0",10.6,"10.6","0"
"8897",7146,"HS","Grünland",2710200,1239600,"Wald",3,2005-10-26,"Blei","ppm",23.2,"23.2","0",12.1,"12.1","0"
"8898",7146,"HS","Grünland",2710200,1239600,"Wald",4,2010-07-14,"Blei","ppm",22.5,"22.5","0",11.4,"11.4","0"
"8899",7146,"HS","Grünland",2710200,1239600,"Wald",5,2015-11-19,"Blei","ppm",23.5,"23.5","0",10.9,"10.9","0"
"8900",7147,"HS","Acker",2700600,1248600,"Fehraltorf",1,1995-11-07,"Blei","ppm",24.3,"24.3","0",11.8,"11.8","0"
"8901",7147,"HS","Acker",2700600,1248600,"Fehraltorf",3,2005-08-24,"Blei","ppm",23.9,"23.9","0",12.6,"12.6","0"
"8902",7147,"HS","Acker",2700600,1248600,"Fehraltorf",4,2010-08-18,"Blei","ppm",23.9,"23.9","0",12.9,"12.9","0"
"8903",7147,"HS","Acker",2700600,1248600,"Fehraltorf",5,2015-04-16,"Blei","ppm",23.9,"23.9","0",13,"13","0"
"8904",7147,"HS","Acker",2700600,1248600,"Fehraltorf",6,2021-06-23,"Blei","ppm",24.8,"24.8","0",13.6,"13.6","0"
"8905",7148,"HS","Grünland",2693800,1256400,"Lindau",1,1995-11-07,"Blei","ppm",26.1,"26.1","0",17.9,"17.9","0"
"8906",7148,"HS","Grünland",2693800,1256400,"Lindau",3,2005-07-07,"Blei","ppm",26.2,"26.2","0",15.9,"15.9","0"
"8907",7148,"HS","Grünland",2693800,1256400,"Lindau",4,2010-07-28,"Blei","ppm",24.8,"24.8","0",15.7,"15.7","0"
"8908",7148,"HS","Grünland",2693800,1256400,"Lindau",5,2015-09-09,"Blei","ppm",25.4,"25.4","0",13.8,"13.8","0"
"8909",7148,"HS","Grünland",2693800,1256400,"Lindau",6,2021-06-02,"Blei","ppm",25,"25","0",14,"14","0"
"8910",7149,"HS","Acker",2700400,1276400,"Stammheim",1,1995-11-07,"Blei","ppm",23.9,"23.9","0",19.4,"19.4","0"
"8911",7149,"HS","Acker",2700400,1276400,"Stammheim",3,2005-05-19,"Blei","ppm",24.2,"24.2","0",18.5,"18.5","0"
"8912",7149,"HS","Acker",2700400,1276400,"Stammheim",4,2010-03-25,"Blei","ppm",24.4,"24.4","0",18.8,"18.8","0"
"8913",7149,"HS","Acker",2700400,1276400,"Stammheim",5,2015-04-09,"Blei","ppm",26.6,"26.6","0",12.4,"12.4","0"
"8914",7149,"HS","Acker",2700400,1276400,"Stammheim",6,2021-10-20,"Blei","ppm",26.2,"26.2","0",15.2,"15.2","0"
"8915",7150,"HS","Wald",2700400,1261600,"Winterthur",1,1995-11-14,"Blei","ppm",23.6,"23.6","0",14.8,"14.8","0"
"8916",7150,"HS","Wald",2700400,1261600,"Winterthur",3,2005-07-07,"Blei","ppm",25,"25","0",14.2,"14.2","0"
"8917",7150,"HS","Wald",2700400,1261600,"Winterthur",4,2010-08-10,"Blei","ppm",23.9,"23.9","0",13,"13","0"
"8918",7150,"HS","Wald",2700400,1261600,"Winterthur",5,2015-09-24,"Blei","ppm",27.9,"27.9","0",13,"13","0"
"8919",7150,"HS","Wald",2700400,1261600,"Winterthur",6,2021-05-20,"Blei","ppm",23,"23","0",11.7,"11.7","0"
"8920",7151,"HS","Wald",2689800,1276800,"Rheinau",1,1995-11-13,"Blei","ppm",17.9,"17.9","0",11.5,"11.5","0"
"8921",7151,"HS","Wald",2689800,1276800,"Rheinau",3,2005-08-18,"Blei","ppm",18,"18","0",12.5,"12.5","0"
"8922",7151,"HS","Wald",2689800,1276800,"Rheinau",4,2010-05-27,"Blei","ppm",18.7,"18.7","0",11.8,"11.8","0"
"8923",7151,"HS","Wald",2689800,1276800,"Rheinau",5,2015-10-14,"Blei","ppm",17.4,"17.4","0",11.1,"11.1","0"
"8924",7151,"HS","Wald",2689800,1276800,"Rheinau",6,2021-10-20,"Blei","ppm",18.8,"18.8","0",12.2,"12.2","0"
"8925",7152,"HS","Wald",2707600,1257200,"Elgg",1,1995-11-14,"Blei","ppm",14.8,"14.8","0",14.1,"14.1","0"
"8926",7152,"HS","Wald",2707600,1257200,"Elgg",3,2005-07-20,"Blei","ppm",NA,NA,NA,16.1,"16.1","0"
"8927",7152,"HS","Wald",2707600,1257200,"Elgg",4,2010-07-22,"Blei","ppm",19,"19","0",14.4,"14.4","0"
"8928",7152,"HS","Wald",2707600,1257200,"Elgg",5,2015-08-20,"Blei","ppm",31.6,"31.6","0",14,"14","0"
"8929",7152,"HS","Wald",2707600,1257200,"Elgg",6,2021-05-20,"Blei","ppm",27.8,"27.8","0",13.8,"13.8","0"
"8930",7153,"HS","Wald",2691600,1279800,"Benken",1,1995-11-14,"Blei","ppm",15.4,"15.4","0",11.7,"11.7","0"
"8931",7153,"HS","Wald",2691600,1279800,"Benken",3,2005-08-25,"Blei","ppm",14.5,"14.5","0",12.8,"12.8","0"
"8932",7153,"HS","Wald",2691600,1279800,"Benken",4,2010-05-27,"Blei","ppm",15.1,"15.1","0",13,"13","0"
"8933",7153,"HS","Wald",2691600,1279800,"Benken",5,2015-10-14,"Blei","ppm",15.2,"15.2","0",13.3,"13.3","0"
"8934",7153,"HS","Wald",2691600,1279800,"Benken",6,2021-06-15,"Blei","ppm",15.1,"15.1","0",14.9,"14.9","0"
"8935",7154,"HS","Wald",2682400,1232800,"Hausen a.A.",1,1995-11-15,"Blei","ppm",20.8,"20.8","0",13.9,"13.9","0"
"8936",7154,"HS","Wald",2682400,1232800,"Hausen a.A.",3,2005-07-06,"Blei","ppm",22.5,"22.5","0",14.2,"14.2","0"
"8937",7154,"HS","Wald",2682400,1232800,"Hausen a.A.",4,2010-06-02,"Blei","ppm",24.2,"24.2","0",14.3,"14.3","0"
"8938",7154,"HS","Wald",2682400,1232800,"Hausen a.A.",5,2015-06-02,"Blei","ppm",24,"24","0",13.6,"13.6","0"
"8939",7154,"HS","Wald",2682400,1232800,"Hausen a.A.",6,2021-04-23,"Blei","ppm",23.3,"23.3","0",15,"15","0"
"8940",7155,"HS","Grünland",2688200,1276400,"Rheinau",1,1995-11-15,"Blei","ppm",27.6,"27.6","0",15.7,"15.7","0"
"8941",7155,"HS","Grünland",2688200,1276400,"Rheinau",3,2005-08-18,"Blei","ppm",29.2,"29.2","0",14,"14","0"
"8942",7155,"HS","Grünland",2688200,1276400,"Rheinau",4,2010-07-01,"Blei","ppm",28.3,"28.3","0",12.9,"12.9","0"
"8943",7155,"HS","Grünland",2688200,1276400,"Rheinau",5,2015-03-25,"Blei","ppm",27.4,"27.4","0",11.3,"11.3","0"
"8944",7155,"HS","Grünland",2688200,1276400,"Rheinau",6,2021-10-20,"Blei","ppm",30.2,"30.2","0",15.7,"15.7","0"
"8945",7157,"NS","Acker",2703400,1244200,"Pfäffikon",1,1996-09-04,"Blei","ppm",19.7,"19.7","0",15.7,"15.7","0"
"8946",7157,"NS","Acker",2703400,1244200,"Pfäffikon",2,2001-09-11,"Blei","ppm",22.2,"22.2","0",15.7,"15.7","0"
"8947",7157,"NS","Acker",2703400,1244200,"Pfäffikon",3,2006-03-29,"Blei","ppm",21.7,"21.7","0",14.3,"14.3","0"
"8948",7157,"NS","Acker",2703400,1244200,"Pfäffikon",4,2011-03-24,"Blei","ppm",20.9,"20.9","0",13.9,"13.9","0"
"8949",7157,"NS","Acker",2703400,1244200,"Pfäffikon",5,2016-03-24,"Blei","ppm",21.8,"21.8","0",14.4,"14.4","0"
"8950",7159,"NS","Acker",2683400,1259600,"Winkel",1,1996-08-08,"Blei","ppm",25,"25","0",14.8,"14.8","0"
"8951",7159,"NS","Acker",2683400,1259600,"Winkel",2,2001-04-25,"Blei","ppm",22.3,"22.3","0",16,"16","0"
"8952",7159,"NS","Acker",2683400,1259600,"Winkel",3,2006-08-16,"Blei","ppm",21.6,"21.6","0",14.4,"14.4","0"
"8953",7159,"NS","Acker",2683400,1259600,"Winkel",4,2011-08-24,"Blei","ppm",20.5,"20.5","0",14.1,"14.1","0"
"8954",7159,"NS","Acker",2683400,1259600,"Winkel",5,2016-08-04,"Blei","ppm",20.6,"20.6","0",13.6,"13.6","0"
"8955",7159,"NS","Acker",2683400,1259600,"Winkel",6,2021-08-12,"Blei","ppm",21,"21","0",16,"16","0"
"8956",7160,"NS","Acker",2688200,1260600,"Oberembrach",1,1996-07-17,"Blei","ppm",17.3,"17.3","0",9.5,"9.5","0"
"8957",7160,"NS","Acker",2688200,1260600,"Oberembrach",2,2001-10-03,"Blei","ppm",16.4,"16.4","0",11.3,"11.3","0"
"8958",7160,"NS","Acker",2688200,1260600,"Oberembrach",3,2006-08-16,"Blei","ppm",17.2,"17.2","0",11,"11","0"
"8959",7160,"NS","Acker",2688200,1260600,"Oberembrach",4,2011-04-06,"Blei","ppm",16.7,"16.7","0",11.5,"11.5","0"
"8960",7160,"NS","Acker",2688200,1260600,"Oberembrach",5,2016-03-30,"Blei","ppm",18,"18","0",12.3,"12.3","0"
"8961",7160,"NS","Acker",2688200,1260600,"Oberembrach",6,2021-03-24,"Blei","ppm",12,"12","0",12,"12","0"
"8962",7161,"NS","Acker",2692600,1258400,"Brütten",1,1996-08-08,"Blei","ppm",21.4,"21.4","0",13.8,"13.8","0"
"8963",7161,"NS","Acker",2692600,1258400,"Brütten",2,2001-10-02,"Blei","ppm",21.8,"21.8","0",15.9,"15.9","0"
"8964",7161,"NS","Acker",2692600,1258400,"Brütten",3,2006-08-08,"Blei","ppm",20.5,"20.5","0",14.6,"14.6","0"
"8965",7161,"NS","Acker",2692600,1258400,"Brütten",4,2011-05-19,"Blei","ppm",20.8,"20.8","0",14.5,"14.5","0"
"8966",7161,"NS","Acker",2692600,1258400,"Brütten",5,2016-03-30,"Blei","ppm",20.5,"20.5","0",14.3,"14.3","0"
"8967",7162,"NS","Acker",2697600,1239400,"Mönchaltorf",1,1996-09-02,"Blei","ppm",23.3,"23.3","0",14,"14","0"
"8968",7162,"NS","Acker",2697600,1239400,"Mönchaltorf",2,2001-05-11,"Blei","ppm",19.9,"19.9","0",16,"16","0"
"8969",7162,"NS","Acker",2697600,1239400,"Mönchaltorf",3,2006-05-04,"Blei","ppm",18.5,"18.5","0",15.3,"15.3","0"
"8970",7162,"NS","Acker",2697600,1239400,"Mönchaltorf",4,2011-05-02,"Blei","ppm",20.3,"20.3","0",15.1,"15.1","0"
"8971",7162,"NS","Acker",2697600,1239400,"Mönchaltorf",5,2016-03-16,"Blei","ppm",21,"21","0",13.8,"13.8","0"
"8972",7163,"NS","Acker",2691800,1251000,"Wangen-Brüttisellen",1,1996-07-17,"Blei","ppm",25.3,"25.3","0",12,"12","0"
"8973",7163,"NS","Acker",2691800,1251000,"Wangen-Brüttisellen",2,2001-02-22,"Blei","ppm",26.7,"26.7","0",13.2,"13.2","0"
"8974",7163,"NS","Acker",2691800,1251000,"Wangen-Brüttisellen",3,2006-03-01,"Blei","ppm",23.8,"23.8","0",11.9,"11.9","0"
"8975",7163,"NS","Acker",2691800,1251000,"Wangen-Brüttisellen",4,2011-04-13,"Blei","ppm",27,"27","0",12.4,"12.4","0"
"8976",7163,"NS","Acker",2691800,1251000,"Wangen-Brüttisellen",5,2016-08-11,"Blei","ppm",24.5,"24.5","0",12.4,"12.4","0"
"8977",7163,"NS","Acker",2691800,1251000,"Wangen-Brüttisellen",6,2021-08-17,"Blei","ppm",25,"25","0",14,"14","0"
"8978",7164,"NS","Acker",2681200,1267800,"Glattfelden",1,1996-08-07,"Blei","ppm",18.6,"18.6","0",16.1,"16.1","0"
"8979",7164,"NS","Acker",2681200,1267800,"Glattfelden",2,2001-05-09,"Blei","ppm",18,"18","0",15.6,"15.6","0"
"8980",7164,"NS","Acker",2681200,1267800,"Glattfelden",3,2006-11-08,"Blei","ppm",17.7,"17.7","0",14.2,"14.2","0"
"8981",7164,"NS","Acker",2681200,1267800,"Glattfelden",4,2011-03-23,"Blei","ppm",18.6,"18.6","0",13.6,"13.6","0"
"8982",7164,"NS","Acker",2681200,1267800,"Glattfelden",5,2016-04-13,"Blei","ppm",17.9,"17.9","0",13.9,"13.9","0"
"8983",7164,"NS","Acker",2681200,1267800,"Glattfelden",6,2021-08-11,"Blei","ppm",18,"18","0",15,"15","0"
"8984",7165,"NS","Acker",2687400,1260400,"Lufingen",1,1996-07-17,"Blei","ppm",28.7,"28.7","0",11.2,"11.2","0"
"8985",7165,"NS","Acker",2687400,1260400,"Lufingen",2,2001-05-09,"Blei","ppm",26.2,"26.2","0",12.2,"12.2","0"
"8986",7165,"NS","Acker",2687400,1260400,"Lufingen",4,2011-04-06,"Blei","ppm",28.8,"28.8","0",10.2,"10.2","0"
"8987",7165,"NS","Acker",2687400,1260400,"Lufingen",5,2016-04-14,"Blei","ppm",29.2,"29.2","0",10.4,"10.4","0"
"8988",7165,"NS","Acker",2687400,1260400,"Lufingen",6,2021-03-24,"Blei","ppm",26,"26","0",13,"13","0"
"8989",7166,"NS","Acker",2678000,1262000,"Neerach",1,1996-08-07,"Blei","ppm",15.8,"15.8","0",14.1,"14.1","0"
"8990",7166,"NS","Acker",2678000,1262000,"Neerach",2,2001-04-25,"Blei","ppm",15.3,"15.3","0",7.2,"7.2","0"
"8991",7166,"NS","Acker",2678000,1262000,"Neerach",3,2006-03-15,"Blei","ppm",14.2,"14.2","0",8.8,"8.8","0"
"8992",7166,"NS","Acker",2678000,1262000,"Neerach",4,2011-04-20,"Blei","ppm",15.7,"15.7","0",8.6,"8.6","0"
"8993",7166,"NS","Acker",2678000,1262000,"Neerach",5,2016-03-17,"Blei","ppm",14.9,"14.9","0",7.8,"7.8","0"
"8994",7166,"NS","Acker",2678000,1262000,"Neerach",6,2021-06-09,"Blei","ppm",15,"15","0",0,"<10","-1"
"8995",7167,"HS","Wald",2688000,1263400,"Embrach",1,1996-06-25,"Blei","ppm",17.9,"17.9","0",10.6,"10.6","0"
"8996",7167,"HS","Wald",2688000,1263400,"Embrach",2,2001-10-30,"Blei","ppm",17.7,"17.7","0",11.9,"11.9","0"
"8997",7167,"HS","Wald",2688000,1263400,"Embrach",3,2006-11-22,"Blei","ppm",16.5,"16.5","0",12.4,"12.4","0"
"8998",7167,"HS","Wald",2688000,1263400,"Embrach",4,2011-08-17,"Blei","ppm",18,"18","0",12.1,"12.1","0"
"8999",7167,"HS","Wald",2688000,1263400,"Embrach",5,2016-06-22,"Blei","ppm",15.7,"15.7","0",12.2,"12.2","0"
"9000",7167,"HS","Wald",2688000,1263400,"Embrach",6,2021-03-11,"Blei","ppm",16.7,"16.7","0",11.8,"11.8","0"
"9001",7168,"NS","Wald",2687800,1259400,"Lufingen",1,1996-06-17,"Blei","ppm",25.2,"25.2","0",11,"11","0"
"9002",7168,"NS","Wald",2687800,1259400,"Lufingen",2,2001-10-30,"Blei","ppm",24,"24","0",13.6,"13.6","0"
"9003",7168,"NS","Wald",2687800,1259400,"Lufingen",3,2006-05-31,"Blei","ppm",23.8,"23.8","0",12.1,"12.1","0"
"9004",7168,"NS","Wald",2687800,1259400,"Lufingen",4,2011-08-11,"Blei","ppm",24,"24","0",14.7,"14.7","0"
"9005",7168,"NS","Wald",2687800,1259400,"Lufingen",5,2016-06-22,"Blei","ppm",24.1,"24.1","0",12.6,"12.6","0"
"9006",7168,"NS","Wald",2687800,1259400,"Lufingen",6,2021-09-21,"Blei","ppm",26,"26","0",14,"14","0"
"9007",7169,"HS","Wald",2688000,1258000,"Kloten",1,1996-06-17,"Blei","ppm",25.4,"25.4","0",12.3,"12.3","0"
"9008",7169,"HS","Wald",2688000,1258000,"Kloten",2,2001-10-30,"Blei","ppm",24.8,"24.8","0",15.9,"15.9","0"
"9009",7169,"HS","Wald",2688000,1258000,"Kloten",3,2006-05-31,"Blei","ppm",25.5,"25.5","0",13.6,"13.6","0"
"9010",7169,"HS","Wald",2688000,1258000,"Kloten",4,2011-08-11,"Blei","ppm",26.7,"26.7","0",13.9,"13.9","0"
"9011",7169,"HS","Wald",2688000,1258000,"Kloten",5,2016-06-22,"Blei","ppm",23.9,"23.9","0",12.5,"12.5","0"
"9012",7169,"HS","Wald",2688000,1258000,"Kloten",6,2021-03-11,"Blei","ppm",24.6,"24.6","0",12.5,"12.5","0"
"9013",7170,"NS","Wald",2687200,1255400,"Kloten",1,1996-06-14,"Blei","ppm",40.9,"40.9","0",11.1,"11.1","0"
"9014",7170,"NS","Wald",2687200,1255400,"Kloten",2,2001-10-16,"Blei","ppm",29.5,"29.5","0",12,"12","0"
"9015",7170,"NS","Wald",2687200,1255400,"Kloten",3,2006-05-24,"Blei","ppm",NA,NA,NA,11.4,"11.4","0"
"9016",7170,"NS","Wald",2687200,1255400,"Kloten",4,2011-05-25,"Blei","ppm",44.7,"44.7","0",11.2,"11.2","0"
"9017",7170,"NS","Wald",2687200,1255400,"Kloten",5,2016-07-28,"Blei","ppm",30.4,"30.4","0",13,"13","0"
"9018",7170,"NS","Wald",2687200,1255400,"Kloten",6,2021-08-05,"Blei","ppm",46,"46","0",14,"14","0"
"9019",7171,"NS","Wald",2708000,1259400,"Elgg",1,1997-04-09,"Blei","ppm",22.6,"22.6","0",14.3,"14.3","0"
"9020",7171,"NS","Wald",2708000,1259400,"Elgg",2,2002-07-04,"Blei","ppm",NA,NA,NA,14.7,"14.7","0"
"9021",7171,"NS","Wald",2708000,1259400,"Elgg",3,2007-10-24,"Blei","ppm",NA,NA,NA,15,"15","0"
"9022",7171,"NS","Wald",2708000,1259400,"Elgg",4,2012-06-19,"Blei","ppm",22.5,"22.5","0",14.3,"14.3","0"
"9023",7171,"NS","Wald",2708000,1259400,"Elgg",5,2017-07-12,"Blei","ppm",21.3,"21.3","0",13.1,"13.1","0"
"9024",7171,"NS","Wald",2708000,1259400,"Elgg",6,2022-06-16,"Blei","ppm",23,"23","0",14,"14","0"
"9025",7172,"NS","Wald",2706000,1260800,"Elgg",1,1997-04-09,"Blei","ppm",24.1,"24.1","0",14.8,"14.8","0"
"9026",7172,"NS","Wald",2706000,1260800,"Elgg",2,2002-07-04,"Blei","ppm",23.3,"23.3","0",15,"15","0"
"9027",7172,"NS","Wald",2706000,1260800,"Elgg",3,2007-05-30,"Blei","ppm",NA,NA,NA,16.3,"16.3","0"
"9028",7172,"NS","Wald",2706000,1260800,"Elgg",4,2012-05-03,"Blei","ppm",25,"25","0",15.2,"15.2","0"
"9029",7172,"NS","Wald",2706000,1260800,"Elgg",5,2017-09-06,"Blei","ppm",25.7,"25.7","0",16.3,"16.3","0"
"9030",7172,"NS","Wald",2706000,1260800,"Elgg",6,2022-06-15,"Blei","ppm",26,"26","0",15,"15","0"
"9031",7173,"HS","Wald",2706200,1245000,"Bäretswil",1,1997-04-11,"Blei","ppm",31.8,"31.8","0",11.4,"11.4","0"
"9032",7173,"HS","Wald",2706200,1245000,"Bäretswil",2,2002-07-18,"Blei","ppm",26.9,"26.9","0",12.1,"12.1","0"
"9033",7173,"HS","Wald",2706200,1245000,"Bäretswil",3,2007-07-04,"Blei","ppm",28,"28","0",13,"13","0"
"9034",7173,"HS","Wald",2706200,1245000,"Bäretswil",4,2012-07-05,"Blei","ppm",29.6,"29.6","0",12.9,"12.9","0"
"9035",7173,"HS","Wald",2706200,1245000,"Bäretswil",5,2017-08-17,"Blei","ppm",28.6,"28.6","0",12.5,"12.5","0"
"9036",7173,"HS","Wald",2706200,1245000,"Bäretswil",6,2022-06-29,"Blei","ppm",30.9,"30.9","0",12.2,"12.2","0"
"9037",7174,"NS","Wald",2706600,1245600,"Bäretswil",1,1997-04-11,"Blei","ppm",26.6,"26.6","0",12.9,"12.9","0"
"9038",7174,"NS","Wald",2706600,1245600,"Bäretswil",2,2002-07-18,"Blei","ppm",22,"22","0",14,"14","0"
"9039",7174,"NS","Wald",2706600,1245600,"Bäretswil",3,2007-07-04,"Blei","ppm",NA,NA,NA,13.6,"13.6","0"
"9040",7174,"NS","Wald",2706600,1245600,"Bäretswil",4,2012-10-04,"Blei","ppm",28.8,"28.8","0",13.1,"13.1","0"
"9041",7174,"NS","Wald",2706600,1245600,"Bäretswil",5,2017-08-17,"Blei","ppm",26.8,"26.8","0",12.1,"12.1","0"
"9042",7174,"NS","Wald",2706600,1245600,"Bäretswil",6,2022-08-04,"Blei","ppm",30,"30","0",14,"14","0"
"9043",7175,"HS","Acker",2708000,1262000,"Elgg",1,1997-05-21,"Blei","ppm",32.2,"32.2","0",16.8,"16.8","0"
"9044",7175,"HS","Acker",2708000,1262000,"Elgg",2,2002-04-02,"Blei","ppm",29.6,"29.6","0",15.4,"15.4","0"
"9045",7175,"HS","Acker",2708000,1262000,"Elgg",3,2007-08-15,"Blei","ppm",29.7,"29.7","0",16.3,"16.3","0"
"9046",7175,"HS","Acker",2708000,1262000,"Elgg",4,2012-03-13,"Blei","ppm",28.9,"28.9","0",14.1,"14.1","0"
"9047",7175,"HS","Acker",2708000,1262000,"Elgg",5,2017-08-16,"Blei","ppm",30.1,"30.1","0",12.6,"12.6","0"
"9048",7175,"HS","Acker",2708000,1262000,"Elgg",6,2022-03-16,"Blei","ppm",30,"30","0",13.2,"13.2","0"
"9049",7176,"NS","Acker",2708600,1259800,"Elgg",1,1997-05-21,"Blei","ppm",28.2,"28.2","0",16.4,"16.4","0"
"9050",7176,"NS","Acker",2708600,1259800,"Elgg",2,2002-09-18,"Blei","ppm",25.5,"25.5","0",14,"14","0"
"9051",7176,"NS","Acker",2708600,1259800,"Elgg",3,2007-08-15,"Blei","ppm",24.6,"24.6","0",13.3,"13.3","0"
"9052",7176,"NS","Acker",2708600,1259800,"Elgg",4,2012-03-21,"Blei","ppm",23.7,"23.7","0",13.9,"13.9","0"
"9053",7176,"NS","Acker",2708600,1259800,"Elgg",5,2017-02-22,"Blei","ppm",23.6,"23.6","0",14.6,"14.6","0"
"9054",7176,"NS","Acker",2708600,1259800,"Elgg",6,2022-08-24,"Blei","ppm",24.5,"24.5","0",14,"14","0"
"9055",7177,"HS","Acker",2708000,1254400,"Turbenthal",1,1997-06-25,"Blei","ppm",25.3,"25.3","0",17.6,"17.6","0"
"9056",7177,"HS","Acker",2708000,1254400,"Turbenthal",2,2002-09-18,"Blei","ppm",22.2,"22.2","0",17.8,"17.8","0"
