"","StandortID","KaboStatus","AktStandorttyp","x_200","y_200","Gemeinde","periode","p.dat","param_txt","einheit","WertOB","WertOB_tab","Klasse_OB","WertUB","WertUB_tab","Klasse_UB"
"12531",7304,"NS","Wald",2680000,1251600,"Zürich",4,2012-04-12,"Zink","ppm",49.5,"49.5","0",43.8,"43.8","0"
"12532",7304,"NS","Wald",2680000,1251600,"Zürich",5,2016-09-21,"Zink","ppm",50.1,"50.1","0",41.1,"41.1","0"
"12533",7304,"NS","Wald",2680000,1251600,"Zürich",6,2021-07-22,"Zink","ppm",53,"53","0",44,"44","0"
"12534",7305,"NS","Wald",2699600,1235400,"Hombrechtikon",1,1997-07-24,"Zink","ppm",30.5,"30.5","0",29.4,"29.4","0"
"12535",7305,"NS","Wald",2699600,1235400,"Hombrechtikon",2,2002-05-16,"Zink","ppm",29,"29","0",36,"36","0"
"12536",7305,"NS","Wald",2699600,1235400,"Hombrechtikon",3,2007-06-13,"Zink","ppm",NA,NA,NA,29,"29","0"
"12537",7305,"NS","Wald",2699600,1235400,"Hombrechtikon",4,2012-06-28,"Zink","ppm",33.2,"33.2","0",35,"35","0"
"12538",7305,"NS","Wald",2699600,1235400,"Hombrechtikon",5,2017-07-06,"Zink","ppm",34.5,"34.5","0",37,"37","0"
"12539",7306,"NS","Wald",2698000,1234000,"Stäfa",1,1997-07-24,"Zink","ppm",33.6,"33.6","0",33,"33","0"
"12540",7306,"NS","Wald",2698000,1234000,"Stäfa",2,2002-08-22,"Zink","ppm",48.4,"48.4","0",NA,NA,NA
"12541",7306,"NS","Wald",2698000,1234000,"Stäfa",3,2007-03-21,"Zink","ppm",NA,NA,NA,31.1,"31.1","0"
"12542",7306,"NS","Wald",2698000,1234000,"Stäfa",4,2012-05-08,"Zink","ppm",32.6,"32.6","0",33,"33","0"
"12543",7306,"NS","Wald",2698000,1234000,"Stäfa",5,2016-09-14,"Zink","ppm",32.1,"32.1","0",31.9,"31.9","0"
"12544",7307,"NS","Wald",2698200,1234600,"Stäfa",1,1997-08-05,"Zink","ppm",33.2,"33.2","0",30.6,"30.6","0"
"12545",7307,"NS","Wald",2698200,1234600,"Stäfa",2,2002-05-30,"Zink","ppm",NA,NA,NA,NA,NA,NA
"12546",7307,"NS","Wald",2698200,1234600,"Stäfa",3,2007-06-13,"Zink","ppm",NA,NA,NA,26.6,"26.6","0"
"12547",7307,"NS","Wald",2698200,1234600,"Stäfa",4,2012-05-08,"Zink","ppm",28.1,"28.1","0",32.8,"32.8","0"
"12548",7307,"NS","Wald",2698200,1234600,"Stäfa",5,2017-06-21,"Zink","ppm",33,"33","0",32.4,"32.4","0"
"12549",7308,"NS","Wald",2695800,1236000,"Männedorf",1,1997-07-29,"Zink","ppm",23.7,"23.7","0",30.3,"30.3","0"
"12550",7308,"NS","Wald",2695800,1236000,"Männedorf",2,2002-09-26,"Zink","ppm",NA,NA,NA,28.4,"28.4","0"
"12551",7308,"NS","Wald",2695800,1236000,"Männedorf",3,2007-06-07,"Zink","ppm",NA,NA,NA,24.4,"24.4","0"
"12552",7308,"NS","Wald",2695800,1236000,"Männedorf",4,2012-07-25,"Zink","ppm",22.8,"22.8","0",30.4,"30.4","0"
"12553",7308,"NS","Wald",2695800,1236000,"Männedorf",5,2017-05-10,"Zink","ppm",25,"25","0",30.5,"30.5","0"
"12554",7309,"HS","Wald",2695400,1236400,"Männedorf",1,1997-07-29,"Zink","ppm",34.2,"34.2","0",40.2,"40.2","0"
"12555",7309,"HS","Wald",2695400,1236400,"Männedorf",2,2002-05-30,"Zink","ppm",37.1,"37.1","0",41,"41","0"
"12556",7309,"HS","Wald",2695400,1236400,"Männedorf",3,2007-06-07,"Zink","ppm",35.8,"35.8","0",37.3,"37.3","0"
"12557",7309,"HS","Wald",2695400,1236400,"Männedorf",4,2012-07-25,"Zink","ppm",34.2,"34.2","0",37.4,"37.4","0"
"12558",7309,"HS","Wald",2695400,1236400,"Männedorf",5,2017-05-10,"Zink","ppm",33.5,"33.5","0",40,"40","0"
"12559",7309,"HS","Wald",2695400,1236400,"Männedorf",6,2022-06-30,"Zink","ppm",39.6,"39.6","0",43.1,"43.1","0"
"12560",7310,"NS","Wald",2693000,1238600,"Meilen",1,1997-07-30,"Zink","ppm",46.4,"46.4","0",46.9,"46.9","0"
"12561",7310,"NS","Wald",2693000,1238600,"Meilen",2,2002-07-10,"Zink","ppm",44.9,"44.9","0",NA,NA,NA
"12562",7310,"NS","Wald",2693000,1238600,"Meilen",3,2007-09-06,"Zink","ppm",NA,NA,NA,45,"45","0"
"12563",7310,"NS","Wald",2693000,1238600,"Meilen",4,2012-07-11,"Zink","ppm",52.4,"52.4","0",51.2,"51.2","0"
"12564",7310,"NS","Wald",2693000,1238600,"Meilen",5,2017-07-19,"Zink","ppm",43,"43","0",48.9,"48.9","0"
"12565",7311,"NS","Wald",2692400,1239400,"Meilen",1,1997-07-30,"Zink","ppm",49.4,"49.4","0",39.5,"39.5","0"
"12566",7311,"NS","Wald",2692400,1239400,"Meilen",2,2002-07-10,"Zink","ppm",41,"41","0",NA,NA,NA
"12567",7311,"NS","Wald",2692400,1239400,"Meilen",3,2007-09-06,"Zink","ppm",NA,NA,NA,40,"40","0"
"12568",7311,"NS","Wald",2692400,1239400,"Meilen",4,2012-07-26,"Zink","ppm",48.5,"48.5","0",39.8,"39.8","0"
"12569",7311,"NS","Wald",2692400,1239400,"Meilen",5,2017-10-26,"Zink","ppm",46.2,"46.2","0",33.7,"33.7","0"
"12570",7312,"NS","Wald",2692200,1238400,"Meilen",1,1997-07-30,"Zink","ppm",41.4,"41.4","0",38.6,"38.6","0"
"12571",7312,"NS","Wald",2692200,1238400,"Meilen",2,2002-03-14,"Zink","ppm",38,"38","0",42,"42","0"
"12572",7312,"NS","Wald",2692200,1238400,"Meilen",3,2007-05-10,"Zink","ppm",NA,NA,NA,36.4,"36.4","0"
"12573",7312,"NS","Wald",2692200,1238400,"Meilen",4,2012-08-02,"Zink","ppm",42.7,"42.7","0",40.7,"40.7","0"
"12574",7312,"NS","Wald",2692200,1238400,"Meilen",5,2017-05-10,"Zink","ppm",46.3,"46.3","0",41.5,"41.5","0"
"12575",7313,"NS","Wald",2691400,1240000,"Herrliberg",1,1997-08-06,"Zink","ppm",48.6,"48.6","0",45.7,"45.7","0"
"12576",7313,"NS","Wald",2691400,1240000,"Herrliberg",2,2002-10-16,"Zink","ppm",40.2,"40.2","0",43.3,"43.3","0"
"12577",7313,"NS","Wald",2691400,1240000,"Herrliberg",3,2007-07-19,"Zink","ppm",NA,NA,NA,37.5,"37.5","0"
"12578",7313,"NS","Wald",2691400,1240000,"Herrliberg",4,2012-07-26,"Zink","ppm",43.5,"43.5","0",44,"44","0"
"12579",7313,"NS","Wald",2691400,1240000,"Herrliberg",5,2017-08-02,"Zink","ppm",41,"41","0",41,"41","0"
"12580",7314,"HS","Wald",2691800,1240600,"Herrliberg",1,1997-08-06,"Zink","ppm",38.4,"38.4","0",46.9,"46.9","0"
"12581",7314,"HS","Wald",2691800,1240600,"Herrliberg",2,2002-07-11,"Zink","ppm",40,"40","0",38,"38","0"
"12582",7314,"HS","Wald",2691800,1240600,"Herrliberg",3,2007-11-01,"Zink","ppm",38,"38","0",31.1,"31.1","0"
"12583",7314,"HS","Wald",2691800,1240600,"Herrliberg",4,2012-05-02,"Zink","ppm",31,"31","0",36.6,"36.6","0"
"12584",7314,"HS","Wald",2691800,1240600,"Herrliberg",5,2017-05-31,"Zink","ppm",32.9,"32.9","0",36.6,"36.6","0"
"12585",7314,"HS","Wald",2691800,1240600,"Herrliberg",6,2022-06-30,"Zink","ppm",36.1,"36.1","0",37.6,"37.6","0"
"12586",7315,"NS","Wald",2699200,1235400,"Hombrechtikon",1,1997-07-24,"Zink","ppm",37.7,"37.7","0",43.4,"43.4","0"
"12587",7315,"NS","Wald",2699200,1235400,"Hombrechtikon",2,2002-05-16,"Zink","ppm",41.9,"41.9","0",37.5,"37.5","0"
"12588",7315,"NS","Wald",2699200,1235400,"Hombrechtikon",3,2007-08-23,"Zink","ppm",NA,NA,NA,41.8,"41.8","0"
"12589",7315,"NS","Wald",2699200,1235400,"Hombrechtikon",4,2012-07-05,"Zink","ppm",40.1,"40.1","0",43.2,"43.2","0"
"12590",7315,"NS","Wald",2699200,1235400,"Hombrechtikon",5,2017-07-19,"Zink","ppm",37.2,"37.2","0",48.3,"48.3","0"
"12591",7316,"NS","Wald",2690400,1240600,"Küsnacht",1,1997-08-06,"Zink","ppm",36.2,"36.2","0",38.3,"38.3","0"
"12592",7316,"NS","Wald",2690400,1240600,"Küsnacht",2,2002-07-11,"Zink","ppm",33.7,"33.7","0",40,"40","0"
"12593",7316,"NS","Wald",2690400,1240600,"Küsnacht",3,2007-11-01,"Zink","ppm",NA,NA,NA,30.4,"30.4","0"
"12594",7316,"NS","Wald",2690400,1240600,"Küsnacht",4,2012-08-15,"Zink","ppm",33.7,"33.7","0",34.9,"34.9","0"
"12595",7316,"NS","Wald",2690400,1240600,"Küsnacht",5,2017-05-24,"Zink","ppm",32.4,"32.4","0",35.3,"35.3","0"
"12596",7317,"NS","Wald",2689200,1240600,"Küsnacht",1,1997-08-26,"Zink","ppm",43.8,"43.8","0",40.1,"40.1","0"
"12597",7317,"NS","Wald",2689200,1240600,"Küsnacht",2,2002-11-07,"Zink","ppm",NA,NA,NA,39.1,"39.1","0"
"12598",7317,"NS","Wald",2689200,1240600,"Küsnacht",3,2007-10-31,"Zink","ppm",NA,NA,NA,42.9,"42.9","0"
"12599",7317,"NS","Wald",2689200,1240600,"Küsnacht",4,2012-08-15,"Zink","ppm",43,"43","0",43.5,"43.5","0"
"12600",7317,"NS","Wald",2689200,1240600,"Küsnacht",5,2017-05-03,"Zink","ppm",42.8,"42.8","0",45.5,"45.5","0"
"12601",7318,"NS","Wald",2689000,1241600,"Küsnacht",1,1997-08-26,"Zink","ppm",46.2,"46.2","0",42.1,"42.1","0"
"12602",7318,"NS","Wald",2689000,1241600,"Küsnacht",2,2002-07-24,"Zink","ppm",NA,NA,NA,37.7,"37.7","0"
"12603",7318,"NS","Wald",2689000,1241600,"Küsnacht",3,2007-10-31,"Zink","ppm",NA,NA,NA,37.2,"37.2","0"
"12604",7318,"NS","Wald",2689000,1241600,"Küsnacht",4,2012-07-09,"Zink","ppm",43.1,"43.1","0",39.5,"39.5","0"
"12605",7318,"NS","Wald",2689000,1241600,"Küsnacht",5,2017-08-08,"Zink","ppm",41.6,"41.6","0",38.3,"38.3","0"
"12606",7319,"HS","Wald",2688200,1241400,"Küsnacht",1,1997-08-26,"Zink","ppm",45.4,"45.4","0",52.5,"52.5","0"
"12607",7319,"HS","Wald",2688200,1241400,"Küsnacht",2,2002-10-17,"Zink","ppm",42.7,"42.7","0",37.8,"37.8","0"
"12608",7319,"HS","Wald",2688200,1241400,"Küsnacht",3,2007-05-22,"Zink","ppm",46.5,"46.5","0",41.4,"41.4","0"
"12609",7319,"HS","Wald",2688200,1241400,"Küsnacht",4,2012-07-09,"Zink","ppm",42.2,"42.2","0",42.2,"42.2","0"
"12610",7319,"HS","Wald",2688200,1241400,"Küsnacht",5,2017-05-30,"Zink","ppm",42.7,"42.7","0",38.6,"38.6","0"
"12611",7319,"HS","Wald",2688200,1241400,"Küsnacht",6,2022-08-18,"Zink","ppm",48.2,"48.2","0",43.4,"43.4","0"
"12612",7320,"NS","Wald",2688400,1243400,"Zumikon",1,1997-08-12,"Zink","ppm",40.5,"40.5","0",34.8,"34.8","0"
"12613",7320,"NS","Wald",2688400,1243400,"Zumikon",2,2002-09-19,"Zink","ppm",36.8,"36.8","0",NA,NA,NA
"12614",7320,"NS","Wald",2688400,1243400,"Zumikon",3,2007-09-20,"Zink","ppm",NA,NA,NA,40,"40","0"
"12615",7320,"NS","Wald",2688400,1243400,"Zumikon",4,2012-05-24,"Zink","ppm",37.4,"37.4","0",33.3,"33.3","0"
"12616",7320,"NS","Wald",2688400,1243400,"Zumikon",5,2017-06-01,"Zink","ppm",38.2,"38.2","0",33.9,"33.9","0"
"12617",7321,"NS","Wald",2689600,1245000,"Zollikon",1,1997-08-06,"Zink","ppm",57.4,"57.4","0",46.2,"46.2","0"
"12618",7321,"NS","Wald",2689600,1245000,"Zollikon",2,2002-06-12,"Zink","ppm",52.3,"52.3","0",NA,NA,NA
"12619",7321,"NS","Wald",2689600,1245000,"Zollikon",3,2007-05-22,"Zink","ppm",NA,NA,NA,43.3,"43.3","0"
"12620",7321,"NS","Wald",2689600,1245000,"Zollikon",4,2012-05-09,"Zink","ppm",60.3,"60.3","0",47,"47","0"
"12621",7321,"NS","Wald",2689600,1245000,"Zollikon",5,2017-08-08,"Zink","ppm",63.5,"63.5","0",48.8,"48.8","0"
"12622",7322,"NS","Wald",2687600,1243200,"Zollikon",1,1997-08-12,"Zink","ppm",51.5,"51.5","0",42.5,"42.5","0"
"12623",7322,"NS","Wald",2687600,1243200,"Zollikon",2,2002-06-12,"Zink","ppm",46.3,"46.3","0",39.3,"39.3","0"
"12624",7322,"NS","Wald",2687600,1243200,"Zollikon",3,2007-09-20,"Zink","ppm",NA,NA,NA,39.2,"39.2","0"
"12625",7322,"NS","Wald",2687600,1243200,"Zollikon",4,2012-05-24,"Zink","ppm",47,"47","0",43.8,"43.8","0"
"12626",7322,"NS","Wald",2687600,1243200,"Zollikon",5,2017-04-13,"Zink","ppm",56.2,"56.2","0",42.8,"42.8","0"
"12627",7323,"NS","Wald",2686800,1243000,"Zollikon",1,1997-08-12,"Zink","ppm",42.3,"42.3","0",38.8,"38.8","0"
"12628",7323,"NS","Wald",2686800,1243000,"Zollikon",2,2002-11-13,"Zink","ppm",40.3,"40.3","0",32.8,"32.8","0"
"12629",7323,"NS","Wald",2686800,1243000,"Zollikon",3,2007-09-20,"Zink","ppm",NA,NA,NA,34.7,"34.7","0"
"12630",7323,"NS","Wald",2686800,1243000,"Zollikon",4,2012-08-09,"Zink","ppm",49.9,"49.9","0",38.4,"38.4","0"
"12631",7323,"NS","Wald",2686800,1243000,"Zollikon",5,2017-04-13,"Zink","ppm",40.2,"40.2","0",37.7,"37.7","0"
"12632",7324,"NS","Grünland",2700000,1233600,"Hombrechtikon",1,1997-10-08,"Zink","ppm",123.2,"123.2","0",61.7,"61.7","0"
"12633",7324,"NS","Grünland",2700000,1233600,"Hombrechtikon",2,2002-09-26,"Zink","ppm",109.6,"109.6","0",75,"75","0"
"12634",7324,"NS","Grünland",2700000,1233600,"Hombrechtikon",3,2007-03-21,"Zink","ppm",112.9,"112.9","0",70.2,"70.2","0"
"12635",7324,"NS","Grünland",2700000,1233600,"Hombrechtikon",4,2012-03-22,"Zink","ppm",107.2,"107.2","0",NA,NA,NA
"12636",7324,"NS","Grünland",2700000,1233600,"Hombrechtikon",5,2016-10-12,"Zink","ppm",117.7,"117.7","0",60.3,"60.3","0"
"12637",7325,"NS","Acker",2700200,1234000,"Hombrechtikon",1,1997-10-18,"Zink","ppm",52.1,"52.1","0",39.4,"39.4","0"
"12638",7325,"NS","Acker",2700200,1234000,"Hombrechtikon",2,2002-05-16,"Zink","ppm",50.4,"50.4","0",46.1,"46.1","0"
"12639",7325,"NS","Acker",2700200,1234000,"Hombrechtikon",3,2007-03-14,"Zink","ppm",47.6,"47.6","0",44.3,"44.3","0"
"12640",7325,"NS","Acker",2700200,1234000,"Hombrechtikon",4,2012-03-22,"Zink","ppm",51,"51","0",40.1,"40.1","0"
"12641",7325,"NS","Acker",2700200,1234000,"Hombrechtikon",5,2016-09-07,"Zink","ppm",55,"55","0",47,"47","0"
"12642",7326,"NS","Acker",2700400,1233800,"Hombrechtikon",1,1997-10-08,"Zink","ppm",55.7,"55.7","0",42.7,"42.7","0"
"12643",7326,"NS","Acker",2700400,1233800,"Hombrechtikon",2,2002-08-22,"Zink","ppm",58.2,"58.2","0",44.4,"44.4","0"
"12644",7326,"NS","Acker",2700400,1233800,"Hombrechtikon",3,2007-03-21,"Zink","ppm",48.4,"48.4","0",NA,NA,NA
"12645",7326,"NS","Acker",2700400,1233800,"Hombrechtikon",4,2012-03-22,"Zink","ppm",56.6,"56.6","0",35.9,"35.9","0"
"12646",7326,"NS","Acker",2700400,1233800,"Hombrechtikon",5,2016-09-07,"Zink","ppm",64.5,"64.5","0",49.2,"49.2","0"
"12647",7327,"NS","Acker",2699200,1234000,"Hombrechtikon",1,1997-10-08,"Zink","ppm",69.8,"69.8","0",NA,NA,NA
"12648",7327,"NS","Acker",2699200,1234000,"Hombrechtikon",2,2002-04-25,"Zink","ppm",72,"72","0",NA,NA,NA
"12649",7327,"NS","Acker",2699200,1234000,"Hombrechtikon",3,2007-03-14,"Zink","ppm",59.2,"59.2","0",NA,NA,NA
"12650",7327,"NS","Acker",2699200,1234000,"Hombrechtikon",4,2012-03-22,"Zink","ppm",63,"63","0",35,"35","0"
"12651",7327,"NS","Acker",2699200,1234000,"Hombrechtikon",5,2016-09-07,"Zink","ppm",61.6,"61.6","0",34,"34","0"
"12652",7328,"NS","Grünland",2689600,1240000,"Herrliberg",1,1997-10-07,"Zink","ppm",53.8,"53.8","0",42.9,"42.9","0"
"12653",7328,"NS","Grünland",2689600,1240000,"Herrliberg",2,2002-03-28,"Zink","ppm",53.1,"53.1","0",49.5,"49.5","0"
"12654",7328,"NS","Grünland",2689600,1240000,"Herrliberg",3,2007-07-18,"Zink","ppm",44.8,"44.8","0",NA,NA,NA
"12655",7328,"NS","Grünland",2689600,1240000,"Herrliberg",4,2012-10-31,"Zink","ppm",54.7,"54.7","0",33.9,"33.9","0"
"12656",7328,"NS","Grünland",2689600,1240000,"Herrliberg",5,2017-05-24,"Zink","ppm",55.9,"55.9","0",44,"44","0"
"12657",7330,"NS","Acker",2689200,1244200,"Zollikon",1,1997-10-07,"Zink","ppm",46.1,"46.1","0",41,"41","0"
"12658",7330,"NS","Acker",2689200,1244200,"Zollikon",2,2002-07-11,"Zink","ppm",45.5,"45.5","0",44.4,"44.4","0"
"12659",7330,"NS","Acker",2689200,1244200,"Zollikon",3,2007-07-18,"Zink","ppm",38.4,"38.4","0",NA,NA,NA
"12660",7330,"NS","Acker",2689200,1244200,"Zollikon",4,2012-03-07,"Zink","ppm",44.4,"44.4","0",39.5,"39.5","0"
"12661",7330,"NS","Acker",2689200,1244200,"Zollikon",5,2017-07-26,"Zink","ppm",45.7,"45.7","0",41.8,"41.8","0"
"12662",7331,"NS","Acker",2689600,1244600,"Zollikon",1,1997-10-07,"Zink","ppm",55.1,"55.1","0",62.1,"62.1","0"
"12663",7331,"NS","Acker",2689600,1244600,"Zollikon",2,2002-03-21,"Zink","ppm",53.3,"53.3","0",56.3,"56.3","0"
"12664",7331,"NS","Acker",2689600,1244600,"Zollikon",3,2007-03-08,"Zink","ppm",45.3,"45.3","0",NA,NA,NA
"12665",7331,"NS","Acker",2689600,1244600,"Zollikon",4,2012-08-30,"Zink","ppm",52.7,"52.7","0",47.9,"47.9","0"
"12666",7331,"NS","Acker",2689600,1244600,"Zollikon",5,2017-07-26,"Zink","ppm",52.7,"52.7","0",50.1,"50.1","0"
"12667",7332,"NS","Acker",2691200,1244600,"Maur",1,1997-10-28,"Zink","ppm",53.9,"53.9","0",36.3,"36.3","0"
"12668",7332,"NS","Acker",2691200,1244600,"Maur",2,2002-03-19,"Zink","ppm",61.8,"61.8","0",42.7,"42.7","0"
"12669",7332,"NS","Acker",2691200,1244600,"Maur",3,2007-05-09,"Zink","ppm",53.4,"53.4","0",NA,NA,NA
"12670",7332,"NS","Acker",2691200,1244600,"Maur",4,2012-03-07,"Zink","ppm",59.5,"59.5","0",36.5,"36.5","0"
"12671",7332,"NS","Acker",2691200,1244600,"Maur",5,2017-04-05,"Zink","ppm",64.4,"64.4","0",45.1,"45.1","0"
"12672",7333,"NS","Acker",2697200,1235200,"Stäfa",1,1997-10-09,"Zink","ppm",59.5,"59.5","0",NA,NA,NA
"12673",7333,"NS","Acker",2697200,1235200,"Stäfa",2,2002-04-25,"Zink","ppm",69.1,"69.1","0",NA,NA,NA
"12674",7333,"NS","Acker",2697200,1235200,"Stäfa",3,2007-05-03,"Zink","ppm",57.9,"57.9","0",NA,NA,NA
"12675",7333,"NS","Acker",2697200,1235200,"Stäfa",4,2012-08-16,"Zink","ppm",68.2,"68.2","0",43,"43","0"
"12676",7333,"NS","Acker",2697200,1235200,"Stäfa",5,2017-03-16,"Zink","ppm",71.5,"71.5","0",38,"38","0"
"12677",7334,"NS","Acker",2693400,1237200,"Meilen",1,1997-10-09,"Zink","ppm",54.9,"54.9","0",44.1,"44.1","0"
"12678",7334,"NS","Acker",2693400,1237200,"Meilen",2,2002-09-11,"Zink","ppm",53.7,"53.7","0",46.4,"46.4","0"
"12679",7334,"NS","Acker",2693400,1237200,"Meilen",3,2007-08-23,"Zink","ppm",44.7,"44.7","0",NA,NA,NA
"12680",7334,"NS","Acker",2693400,1237200,"Meilen",4,2012-03-28,"Zink","ppm",52.2,"52.2","0",41.8,"41.8","0"
"12681",7334,"NS","Acker",2693400,1237200,"Meilen",5,2017-11-01,"Zink","ppm",52.5,"52.5","0",44.2,"44.2","0"
"12682",7335,"NS","Grünland",2693200,1236800,"Meilen",1,1997-10-09,"Zink","ppm",53.5,"53.5","0",40.5,"40.5","0"
"12683",7335,"NS","Grünland",2693200,1236800,"Meilen",2,2002-11-13,"Zink","ppm",50.1,"50.1","0",44.2,"44.2","0"
"12684",7335,"NS","Grünland",2693200,1236800,"Meilen",3,2007-04-05,"Zink","ppm",43.6,"43.6","0",NA,NA,NA
"12685",7335,"NS","Grünland",2693200,1236800,"Meilen",4,2012-08-16,"Zink","ppm",51.3,"51.3","0",33.5,"33.5","0"
"12686",7335,"NS","Grünland",2693200,1236800,"Meilen",5,2017-03-15,"Zink","ppm",54,"54","0",45.5,"45.5","0"
"12687",7336,"NS","Acker",2692600,1237200,"Meilen",1,1997-10-29,"Zink","ppm",38.5,"38.5","0",NA,NA,NA
"12688",7336,"NS","Acker",2692600,1237200,"Meilen",2,2002-04-30,"Zink","ppm",40.9,"40.9","0",NA,NA,NA
"12689",7336,"NS","Acker",2692600,1237200,"Meilen",3,2007-05-03,"Zink","ppm",37.2,"37.2","0",25,"25","0"
"12690",7336,"NS","Acker",2692600,1237200,"Meilen",4,2012-03-29,"Zink","ppm",42.5,"42.5","0",NA,NA,NA
"12691",7336,"NS","Acker",2692600,1237200,"Meilen",5,2016-10-12,"Zink","ppm",45,"45","0",NA,NA,NA
"12692",7337,"NS","Acker",2693800,1237000,"Uetikon a.S.",1,1997-10-28,"Zink","ppm",50.1,"50.1","0",54.2,"54.2","0"
"12693",7337,"NS","Acker",2693800,1237000,"Uetikon a.S.",2,2002-03-14,"Zink","ppm",62,"62","0",52,"52","0"
"12694",7337,"NS","Acker",2693800,1237000,"Uetikon a.S.",3,2007-04-05,"Zink","ppm",58.9,"58.9","0",NA,NA,NA
"12695",7337,"NS","Acker",2693800,1237000,"Uetikon a.S.",4,2012-03-28,"Zink","ppm",64.2,"64.2","0",49.3,"49.3","0"
"12696",7337,"NS","Acker",2693800,1237000,"Uetikon a.S.",5,2017-03-15,"Zink","ppm",75.6,"75.6","0",52.6,"52.6","0"
"12697",7338,"NS","Acker",2690800,1237800,"Meilen",1,1997-10-22,"Zink","ppm",55.9,"55.9","0",23.8,"23.8","0"
"12698",7338,"NS","Acker",2690800,1237800,"Meilen",2,2002-11-13,"Zink","ppm",54.7,"54.7","0",29.8,"29.8","0"
"12699",7338,"NS","Acker",2690800,1237800,"Meilen",3,2007-07-12,"Zink","ppm",51.5,"51.5","0",NA,NA,NA
"12700",7338,"NS","Acker",2690800,1237800,"Meilen",4,2012-03-28,"Zink","ppm",52.3,"52.3","0",27.3,"27.3","0"
"12701",7338,"NS","Acker",2690800,1237800,"Meilen",5,2017-04-10,"Zink","ppm",53.4,"53.4","0",32.9,"32.9","0"
"12702",7339,"NS","Acker",2689400,1241400,"Küsnacht",1,1997-10-22,"Zink","ppm",63.2,"63.2","0",40,"40","0"
"12703",7339,"NS","Acker",2689400,1241400,"Küsnacht",2,2002-03-13,"Zink","ppm",62.2,"62.2","0",36.9,"36.9","0"
"12704",7339,"NS","Acker",2689400,1241400,"Küsnacht",3,2007-03-08,"Zink","ppm",58,"58","0",NA,NA,NA
"12705",7339,"NS","Acker",2689400,1241400,"Küsnacht",4,2012-08-09,"Zink","ppm",64,"64","0",32.5,"32.5","0"
"12706",7339,"NS","Acker",2689400,1241400,"Küsnacht",5,2017-04-12,"Zink","ppm",68,"68","0",44.8,"44.8","0"
"12707",7340,"NS","Acker",2692200,1237200,"Meilen",1,1997-10-22,"Zink","ppm",67.7,"67.7","0",53.1,"53.1","0"
"12708",7340,"NS","Acker",2692200,1237200,"Meilen",2,2002-11-07,"Zink","ppm",60.6,"60.6","0",41.1,"41.1","0"
"12709",7340,"NS","Acker",2692200,1237200,"Meilen",3,2007-05-10,"Zink","ppm",56.2,"56.2","0",NA,NA,NA
"12710",7340,"NS","Acker",2692200,1237200,"Meilen",4,2012-03-29,"Zink","ppm",65.6,"65.6","0",46.4,"46.4","0"
"12711",7340,"NS","Acker",2692200,1237200,"Meilen",5,2017-07-19,"Zink","ppm",66.6,"66.6","0",41.4,"41.4","0"
"12712",7341,"NS","Acker",2674000,1261000,"Schöfflisdorf",1,1997-10-23,"Zink","ppm",50.9,"50.9","0",41.6,"41.6","0"
"12713",7341,"NS","Acker",2674000,1261000,"Schöfflisdorf",2,2002-10-03,"Zink","ppm",49,"49","0",42.9,"42.9","0"
"12714",7341,"NS","Acker",2674000,1261000,"Schöfflisdorf",3,2007-06-14,"Zink","ppm",46.9,"46.9","0",NA,NA,NA
"12715",7341,"NS","Acker",2674000,1261000,"Schöfflisdorf",4,2012-03-01,"Zink","ppm",45.7,"45.7","0",33.9,"33.9","0"
"12716",7341,"NS","Acker",2674000,1261000,"Schöfflisdorf",5,2017-08-23,"Zink","ppm",46.9,"46.9","0",42.7,"42.7","0"
"12717",7342,"NS","Wald",2673200,1255000,"Dänikon",1,1997-10-23,"Zink","ppm",57,"57","0",48.6,"48.6","0"
"12718",7342,"NS","Wald",2673200,1255000,"Dänikon",2,2002-05-29,"Zink","ppm",53.1,"53.1","0",NA,NA,NA
"12719",7342,"NS","Wald",2673200,1255000,"Dänikon",3,2007-10-04,"Zink","ppm",NA,NA,NA,38.7,"38.7","0"
"12720",7342,"NS","Wald",2673200,1255000,"Dänikon",4,2012-06-13,"Zink","ppm",48.5,"48.5","0",42.3,"42.3","0"
"12721",7342,"NS","Wald",2673200,1255000,"Dänikon",5,2017-10-12,"Zink","ppm",50.9,"50.9","0",38.4,"38.4","0"
"12722",7343,"NS","Acker",2690600,1242000,"Küsnacht",1,1997-10-21,"Zink","ppm",55.9,"55.9","0",22.3,"22.3","0"
"12723",7343,"NS","Acker",2690600,1242000,"Küsnacht",2,2002-10-16,"Zink","ppm",55.4,"55.4","0",26.6,"26.6","0"
"12724",7343,"NS","Acker",2690600,1242000,"Küsnacht",3,2007-05-22,"Zink","ppm",52.8,"52.8","0",NA,NA,NA
"12725",7343,"NS","Acker",2690600,1242000,"Küsnacht",4,2012-08-30,"Zink","ppm",56.1,"56.1","0",26.5,"26.5","0"
"12726",7343,"NS","Acker",2690600,1242000,"Küsnacht",5,2017-04-05,"Zink","ppm",54.9,"54.9","0",29,"29","0"
"12727",7344,"NS","Acker",2693800,1238000,"Meilen",1,1997-10-21,"Zink","ppm",60.1,"60.1","0",40,"40","0"
"12728",7344,"NS","Acker",2693800,1238000,"Meilen",2,2002-07-10,"Zink","ppm",56.9,"56.9","0",44.1,"44.1","0"
