StandortID,p.dat,periode,KaboStatus,AktStandorttyp,Parameter,WertOB,WertOB_tab,Klasse_OB,WertUB,WertUB_tab,Klasse_UB,param_txt,einheit
6407,2005-09-08,3,NS,Wald,CUT_PPM,0,<16,-1,7.2,7.2,0,Kupfer,ppm
6407,2010-06-30,4,NS,Wald,CUT_PPM,5.3,5.3,0,10.2,10.2,0,Kupfer,ppm
6407,2015-07-01,5,NS,Wald,CUT_PPM,6.3,6.3,0,10.9,10.9,0,Kupfer,ppm
6408,1995-09-19,1,NS,Wald,CUT_PPM,11.6,11.6,0,14.2,14.2,0,Kupfer,ppm
6408,2000-07-19,2,NS,Wald,CUT_PPM,12.3,12.3,0,NA,NA,NA,Kupfer,ppm
6408,2005-10-27,3,NS,Wald,CUT_PPM,0,<16,-1,13,13,0,Kupfer,ppm
6408,2010-07-08,4,NS,Wald,CUT_PPM,11.1,11.1,0,NA,NA,NA,Kupfer,ppm
6408,2015-11-18,5,NS,Wald,CUT_PPM,11.8,11.8,0,13.5,13.5,0,Kupfer,ppm
6408,2024-02-29,6,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6409,1995-09-20,1,HS,Wald,CUT_PPM,13.5,13.5,0,16.2,16.2,0,Kupfer,ppm
6409,2000-11-02,2,HS,Wald,CUT_PPM,0,<16,-1,12.8,12.8,0,Kupfer,ppm
6409,2005-07-13,3,HS,Wald,CUT_PPM,0,<16,-1,15.5,15.5,0,Kupfer,ppm
6409,2010-08-11,4,HS,Wald,CUT_PPM,11.8,11.8,0,15.2,15.2,0,Kupfer,ppm
6409,2015-10-08,5,HS,Wald,CUT_PPM,14.7,14.7,0,16.7,16.7,0,Kupfer,ppm
6409,2020-09-03,6,HS,Wald,CUT_PPM,13.4,13.4,0,16.1,16.1,0,Kupfer,ppm
6410,1995-09-07,1,NS,Wald,CUT_PPM,18.4,18.4,0,21.4,21.4,0,Kupfer,ppm
6410,2000-07-05,2,NS,Wald,CUT_PPM,17.4,17.4,0,22.1,22.1,0,Kupfer,ppm
6410,2005-07-13,3,NS,Wald,CUT_PPM,17.1,17.1,0,20.5,20.5,0,Kupfer,ppm
6410,2010-07-07,4,NS,Wald,CUT_PPM,15.9,15.9,0,17.4,17.4,0,Kupfer,ppm
6410,2015-10-01,5,NS,Wald,CUT_PPM,16.5,16.5,0,20,20,0,Kupfer,ppm
6410,2024-03-14,6,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6411,1995-09-07,1,NS,Wald,CUT_PPM,14,14,0,20.2,20.2,0,Kupfer,ppm
6411,2000-07-05,2,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6411,2005-11-09,3,NS,Wald,CUT_PPM,0,<16,-1,18.9,18.9,0,Kupfer,ppm
6411,2010-07-07,4,NS,Wald,CUT_PPM,11.2,11.2,0,NA,NA,NA,Kupfer,ppm
6411,2015-10-01,5,NS,Wald,CUT_PPM,13.7,13.7,0,20.9,20.9,0,Kupfer,ppm
6411,2024-03-21,6,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6412,1995-09-22,1,NS,Wald,CUT_PPM,5.8,5.8,0,4.8,4.8,0,Kupfer,ppm
6412,2000-05-24,2,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6412,2005-09-01,3,NS,Wald,CUT_PPM,0,<16,-1,3.7,3.7,0,Kupfer,ppm
6412,2010-07-01,4,NS,Wald,CUT_PPM,4.1,4.1,0,8.6,8.6,0,Kupfer,ppm
6412,2015-07-08,5,NS,Wald,CUT_PPM,4.5,4.5,0,4.2,4.2,0,Kupfer,ppm
6413,1995-09-22,1,NS,Wald,CUT_PPM,13.6,13.6,0,30.4,30.4,0,Kupfer,ppm
6413,2000-08-22,2,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6413,2005-09-14,3,NS,Wald,CUT_PPM,0,<16,-1,17.3,17.3,0,Kupfer,ppm
6413,2010-07-01,4,NS,Wald,CUT_PPM,11.4,11.4,0,19.6,19.6,0,Kupfer,ppm
6413,2015-07-01,5,NS,Wald,CUT_PPM,12.3,12.3,0,21.5,21.5,0,Kupfer,ppm
6414,1995-09-04,1,NS,Wald,CUT_PPM,18.3,18.3,0,23.8,23.8,0,Kupfer,ppm
6414,2000-07-26,2,NS,Wald,CUT_PPM,NA,NA,NA,17.4,17.4,0,Kupfer,ppm
6414,2005-11-02,3,NS,Wald,CUT_PPM,16,16,0,21.8,21.8,0,Kupfer,ppm
6414,2010-07-08,4,NS,Wald,CUT_PPM,17.7,17.7,0,18.1,18.1,0,Kupfer,ppm
6414,2015-07-08,5,NS,Wald,CUT_PPM,20.9,20.9,0,22.5,22.5,0,Kupfer,ppm
6415,1995-09-08,1,NS,Wald,CUT_PPM,8.7,8.7,0,17.6,17.6,0,Kupfer,ppm
6415,2000-07-26,2,NS,Wald,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6415,2005-11-09,3,NS,Wald,CUT_PPM,0,<16,-1,11.3,11.3,0,Kupfer,ppm
6415,2010-07-08,4,NS,Wald,CUT_PPM,9.4,9.4,0,NA,NA,NA,Kupfer,ppm
6415,2015-07-09,5,NS,Wald,CUT_PPM,9.9,9.9,0,17,17,0,Kupfer,ppm
6416,1995-09-05,1,NS,Wald,CUT_PPM,8.3,8.3,0,19.7,19.7,0,Kupfer,ppm
6416,2000-07-25,2,NS,Wald,CUT_PPM,0,<16,-1,NA,NA,NA,Kupfer,ppm
6416,2005-09-08,3,NS,Wald,CUT_PPM,0,<16,-1,12.6,12.6,0,Kupfer,ppm
6416,2010-06-30,4,NS,Wald,CUT_PPM,8.3,8.3,0,NA,NA,NA,Kupfer,ppm
6416,2015-06-24,5,NS,Wald,CUT_PPM,9,9,0,17,17,0,Kupfer,ppm
6417,1995-09-14,1,NS,Acker,CUT_PPM,90.8,90.8,1,44.7,44.7,1,Kupfer,ppm
6417,2000-08-29,2,NS,Acker,CUT_PPM,95.2,95.2,1,23.4,23.4,0,Kupfer,ppm
6417,2005-08-10,3,NS,Acker,CUT_PPM,98.9,98.9,1,22,22,0,Kupfer,ppm
6417,2010-03-24,4,NS,Acker,CUT_PPM,82.6,82.6,1,23.7,23.7,0,Kupfer,ppm
6417,2015-04-23,5,NS,Acker,CUT_PPM,83.4,83.4,1,22.1,22.1,0,Kupfer,ppm
6418,1995-09-13,1,NS,Acker,CUT_PPM,44.5,44.5,1,25.7,25.7,0,Kupfer,ppm
6418,2000-08-15,2,NS,Acker,CUT_PPM,43.3,43.3,1,26,26,0,Kupfer,ppm
6418,2005-05-19,3,NS,Acker,CUT_PPM,40.8,40.8,1,26.6,26.6,0,Kupfer,ppm
6418,2010-03-31,4,NS,Acker,CUT_PPM,41.1,41.1,1,18.9,18.9,0,Kupfer,ppm
6418,2015-03-11,5,NS,Acker,CUT_PPM,40.3,40.3,1,22.3,22.3,0,Kupfer,ppm
6418,2024-04-04,6,NS,Acker,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6419,1995-09-14,1,NS,Acker,CUT_PPM,37.2,37.2,0,17.5,17.5,0,Kupfer,ppm
6419,2000-10-25,2,NS,Acker,CUT_PPM,38,38,0,19.9,19.9,0,Kupfer,ppm
6419,2010-03-25,4,NS,Acker,CUT_PPM,37.3,37.3,0,22.8,22.8,0,Kupfer,ppm
6419,2015-03-12,5,NS,Acker,CUT_PPM,39.7,39.7,0,20.6,20.6,0,Kupfer,ppm
6420,1995-09-04,1,NS,Acker,CUT_PPM,29.2,29.2,0,17.1,17.1,0,Kupfer,ppm
6420,2000-10-25,2,NS,Acker,CUT_PPM,30.6,30.6,0,21.6,21.6,0,Kupfer,ppm
6420,2010-03-25,4,NS,Acker,CUT_PPM,28.3,28.3,0,21.3,21.3,0,Kupfer,ppm
6420,2015-03-18,5,NS,Acker,CUT_PPM,29.6,29.6,0,20.1,20.1,0,Kupfer,ppm
6421,1995-09-13,1,NS,Acker,CUT_PPM,25.5,25.5,0,18,18,0,Kupfer,ppm
6421,2000-08-15,2,NS,Acker,CUT_PPM,25.5,25.5,0,19,19,0,Kupfer,ppm
6421,2010-04-15,4,NS,Acker,CUT_PPM,24.8,24.8,0,17.8,17.8,0,Kupfer,ppm
6421,2015-03-17,5,NS,Acker,CUT_PPM,25.7,25.7,0,17.9,17.9,0,Kupfer,ppm
6421,2024-03-14,6,NS,Acker,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6422,1995-09-05,1,NS,Acker,CUT_PPM,39.2,39.2,0,16.8,16.8,0,Kupfer,ppm
6422,2000-10-25,2,NS,Acker,CUT_PPM,37.4,37.4,0,20.6,20.6,0,Kupfer,ppm
6422,2010-07-21,4,NS,Acker,CUT_PPM,34.2,34.2,0,17.7,17.7,0,Kupfer,ppm
6422,2015-04-23,5,NS,Acker,CUT_PPM,35.1,35.1,0,18.1,18.1,0,Kupfer,ppm
6423,1995-09-13,1,NS,Acker,CUT_PPM,18.7,18.7,0,14.7,14.7,0,Kupfer,ppm
6423,2000-11-01,2,NS,Acker,CUT_PPM,18.6,18.6,0,14.9,14.9,0,Kupfer,ppm
6423,2010-03-31,4,NS,Acker,CUT_PPM,18,18,0,15.8,15.8,0,Kupfer,ppm
6423,2015-03-17,5,NS,Acker,CUT_PPM,18.9,18.9,0,16.4,16.4,0,Kupfer,ppm
6423,2024-03-07,6,NS,Acker,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6424,1995-09-21,1,NS,Acker,CUT_PPM,33.6,33.6,0,10.6,10.6,0,Kupfer,ppm
6424,2000-08-16,2,NS,Acker,CUT_PPM,30.7,30.7,0,14.4,14.4,0,Kupfer,ppm
6424,2010-04-14,4,NS,Acker,CUT_PPM,29.2,29.2,0,16.2,16.2,0,Kupfer,ppm
6424,2015-03-11,5,NS,Acker,CUT_PPM,34.3,34.3,0,14.8,14.8,0,Kupfer,ppm
6425,1995-09-21,1,NS,Acker,CUT_PPM,17.6,17.6,0,10.2,10.2,0,Kupfer,ppm
6425,2000-08-15,2,NS,Acker,CUT_PPM,19.1,19.1,0,13.6,13.6,0,Kupfer,ppm
6425,2010-03-31,4,NS,Acker,CUT_PPM,18.3,18.3,0,14.7,14.7,0,Kupfer,ppm
6425,2015-04-22,5,NS,Acker,CUT_PPM,20.6,20.6,0,13.6,13.6,0,Kupfer,ppm
6425,2024-04-11,6,NS,Acker,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6426,1995-09-21,1,NS,Acker,CUT_PPM,28.2,28.2,0,21.4,21.4,0,Kupfer,ppm
6426,2000-10-12,2,NS,Acker,CUT_PPM,29.1,29.1,0,21.3,21.3,0,Kupfer,ppm
6426,2010-08-18,4,NS,Acker,CUT_PPM,27.4,27.4,0,23.3,23.3,0,Kupfer,ppm
6426,2015-03-17,5,NS,Acker,CUT_PPM,29.9,29.9,0,22.3,22.3,0,Kupfer,ppm
6426,2024-05-29,6,NS,Acker,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6427,1995-09-27,1,NS,Acker,CUT_PPM,29.9,29.9,0,15.7,15.7,0,Kupfer,ppm
6427,2000-08-29,2,NS,Acker,CUT_PPM,27.3,27.3,0,16.2,16.2,0,Kupfer,ppm
6427,2010-04-08,4,NS,Acker,CUT_PPM,23.5,23.5,0,17.8,17.8,0,Kupfer,ppm
6427,2015-03-18,5,NS,Acker,CUT_PPM,27,27,0,17.6,17.6,0,Kupfer,ppm
6428,1995-09-08,1,NS,Acker,CUT_PPM,17.8,17.8,0,7.1,7.1,0,Kupfer,ppm
6428,2000-11-02,2,NS,Acker,CUT_PPM,20.4,20.4,0,8.9,8.9,0,Kupfer,ppm
6428,2010-08-04,4,NS,Acker,CUT_PPM,20.9,20.9,0,8.7,8.7,0,Kupfer,ppm
6428,2015-04-30,5,NS,Acker,CUT_PPM,20.4,20.4,0,8.8,8.8,0,Kupfer,ppm
6429,1995-09-28,1,NS,Acker,CUT_PPM,31.2,31.2,0,11.1,11.1,0,Kupfer,ppm
6429,2000-08-22,2,NS,Acker,CUT_PPM,27.3,27.3,0,10.8,10.8,0,Kupfer,ppm
6429,2010-04-15,4,NS,Acker,CUT_PPM,30,30,0,9,9,0,Kupfer,ppm
6429,2015-03-19,5,NS,Acker,CUT_PPM,27.3,27.3,0,8.7,8.7,0,Kupfer,ppm
6430,1995-09-27,1,NS,Acker,CUT_PPM,27.2,27.2,0,12.8,12.8,0,Kupfer,ppm
6430,2005-08-10,3,NS,Acker,CUT_PPM,27.1,27.1,0,18.3,18.3,0,Kupfer,ppm
6430,2010-04-07,4,NS,Acker,CUT_PPM,27.5,27.5,0,17.1,17.1,0,Kupfer,ppm
6430,2015-04-08,5,NS,Acker,CUT_PPM,26.2,26.2,0,15.6,15.6,0,Kupfer,ppm
6431,1995-09-20,1,NS,Acker,CUT_PPM,20.5,20.5,0,12.5,12.5,0,Kupfer,ppm
6431,2000-11-01,2,NS,Acker,CUT_PPM,17.6,17.6,0,10.3,10.3,0,Kupfer,ppm
6431,2010-03-31,4,NS,Acker,CUT_PPM,16,16,0,10.7,10.7,0,Kupfer,ppm
6431,2015-03-12,5,NS,Acker,CUT_PPM,16.2,16.2,0,11.2,11.2,0,Kupfer,ppm
6432,1995-09-21,1,NS,Acker,CUT_PPM,32.6,32.6,0,17.3,17.3,0,Kupfer,ppm
6432,2000-08-29,2,NS,Acker,CUT_PPM,27,27,0,15.9,15.9,0,Kupfer,ppm
6432,2010-04-21,4,NS,Acker,CUT_PPM,26.4,26.4,0,14.6,14.6,0,Kupfer,ppm
6432,2015-03-11,5,NS,Acker,CUT_PPM,28.2,28.2,0,14.5,14.5,0,Kupfer,ppm
6433,1995-09-27,1,NS,Acker,CUT_PPM,53.3,53.3,1,24.8,24.8,0,Kupfer,ppm
6433,2000-10-18,2,NS,Acker,CUT_PPM,52,52,1,27,27,0,Kupfer,ppm
6433,2005-08-10,3,NS,Acker,CUT_PPM,50.5,50.5,1,27.4,27.4,0,Kupfer,ppm
6433,2010-04-14,4,NS,Acker,CUT_PPM,51,51,1,26.3,26.3,0,Kupfer,ppm
6433,2015-03-13,5,NS,Acker,CUT_PPM,50.4,50.4,1,25.4,25.4,0,Kupfer,ppm
6434,1995-09-20,1,NS,Acker,CUT_PPM,25,25,0,17.4,17.4,0,Kupfer,ppm
6434,2000-08-15,2,NS,Acker,CUT_PPM,21.5,21.5,0,17.5,17.5,0,Kupfer,ppm
6434,2010-03-31,4,NS,Acker,CUT_PPM,23.4,23.4,0,17.7,17.7,0,Kupfer,ppm
6434,2015-09-09,5,NS,Acker,CUT_PPM,22.1,22.1,0,18.3,18.3,0,Kupfer,ppm
6435,1995-09-13,1,HS,Acker,CUT_PPM,28.2,28.2,0,16.1,16.1,0,Kupfer,ppm
6435,2000-08-30,2,HS,Acker,CUT_PPM,25,25,0,15.6,15.6,0,Kupfer,ppm
6435,2005-04-06,3,HS,Acker,CUT_PPM,24.7,24.7,0,18.3,18.3,0,Kupfer,ppm
6435,2010-07-21,4,HS,Acker,CUT_PPM,25.3,25.3,0,15.9,15.9,0,Kupfer,ppm
6435,2015-11-04,5,HS,Acker,CUT_PPM,25.3,25.3,0,16.1,16.1,0,Kupfer,ppm
6435,2020-05-28,6,HS,Acker,CUT_PPM,26.3,26.3,0,12.5,12.5,0,Kupfer,ppm
6436,1995-09-13,1,NS,Acker,CUT_PPM,29,29,0,16.7,16.7,0,Kupfer,ppm
6436,2000-07-26,2,NS,Acker,CUT_PPM,25.5,25.5,0,13.8,13.8,0,Kupfer,ppm
6436,2010-07-21,4,NS,Acker,CUT_PPM,26.6,26.6,0,15.7,15.7,0,Kupfer,ppm
6436,2015-03-17,5,NS,Acker,CUT_PPM,26.8,26.8,0,16.4,16.4,0,Kupfer,ppm
6437,1995-09-14,1,NS,Acker,CUT_PPM,22.4,22.4,0,17.3,17.3,0,Kupfer,ppm
6437,2000-10-25,2,NS,Acker,CUT_PPM,19.6,19.6,0,14.3,14.3,0,Kupfer,ppm
6437,2010-03-25,4,NS,Acker,CUT_PPM,19,19,0,16.3,16.3,0,Kupfer,ppm
6437,2015-03-12,5,NS,Acker,CUT_PPM,21.1,21.1,0,16.1,16.1,0,Kupfer,ppm
6438,1995-09-05,1,NS,Acker,CUT_PPM,27.9,27.9,0,17.9,17.9,0,Kupfer,ppm
6438,2000-08-02,2,NS,Acker,CUT_PPM,26.5,26.5,0,18.9,18.9,0,Kupfer,ppm
6438,2010-03-25,4,NS,Acker,CUT_PPM,22.9,22.9,0,17.3,17.3,0,Kupfer,ppm
6438,2015-03-18,5,NS,Acker,CUT_PPM,26.2,26.2,0,16.9,16.9,0,Kupfer,ppm
6439,1995-09-14,1,NS,Acker,CUT_PPM,32.2,32.2,0,16.1,16.1,0,Kupfer,ppm
6439,2000-08-20,2,NS,Acker,CUT_PPM,32,32,0,22.7,22.7,0,Kupfer,ppm
6439,2010-04-14,4,NS,Acker,CUT_PPM,32,32,0,19.7,19.7,0,Kupfer,ppm
6439,2015-03-19,5,NS,Acker,CUT_PPM,31.5,31.5,0,19.4,19.4,0,Kupfer,ppm
6440,1995-09-08,1,NS,Acker,CUT_PPM,21.4,21.4,0,13.5,13.5,0,Kupfer,ppm
6440,2000-08-03,2,NS,Acker,CUT_PPM,19.8,19.8,0,12,12,0,Kupfer,ppm
6440,2010-08-04,4,NS,Acker,CUT_PPM,18.3,18.3,0,12.3,12.3,0,Kupfer,ppm
6440,2015-08-26,5,NS,Acker,CUT_PPM,19.4,19.4,0,12.6,12.6,0,Kupfer,ppm
6441,1995-09-05,1,NS,Acker,CUT_PPM,41.5,41.5,1,14.4,14.4,0,Kupfer,ppm
6441,2000-10-18,2,NS,Acker,CUT_PPM,43.5,43.5,1,22.2,22.2,0,Kupfer,ppm
6441,2005-05-19,3,NS,Acker,CUT_PPM,39.2,39.2,0,18.1,18.1,0,Kupfer,ppm
6441,2010-04-07,4,NS,Acker,CUT_PPM,40.1,40.1,1,15.9,15.9,0,Kupfer,ppm
6441,2015-03-12,5,NS,Acker,CUT_PPM,40.8,40.8,1,16.3,16.3,0,Kupfer,ppm
6442,1995-09-06,1,NS,Acker,CUT_PPM,24.1,24.1,0,6.6,6.6,0,Kupfer,ppm
6442,2000-11-01,2,NS,Acker,CUT_PPM,22.3,22.3,0,6.7,6.7,0,Kupfer,ppm
6442,2010-04-14,4,NS,Acker,CUT_PPM,23.1,23.1,0,7.7,7.7,0,Kupfer,ppm
6442,2015-03-19,5,NS,Acker,CUT_PPM,23.3,23.3,0,7.2,7.2,0,Kupfer,ppm
6444,1995-09-08,1,NS,Grünland,CUT_PPM,22,22,0,9.8,9.8,0,Kupfer,ppm
6444,2000-07-25,2,NS,Grünland,CUT_PPM,22.1,22.1,0,9.9,9.9,0,Kupfer,ppm
6444,2010-04-21,4,NS,Grünland,CUT_PPM,21.6,21.6,0,12.5,12.5,0,Kupfer,ppm
6444,2015-04-22,5,NS,Grünland,CUT_PPM,22,22,0,11.5,11.5,0,Kupfer,ppm
6445,1995-09-28,1,NS,Grünland,CUT_PPM,13.5,13.5,0,10.2,10.2,0,Kupfer,ppm
6445,2000-08-22,2,NS,Grünland,CUT_PPM,12.9,12.9,0,10.1,10.1,0,Kupfer,ppm
6445,2010-03-24,4,NS,Grünland,CUT_PPM,12.7,12.7,0,10.5,10.5,0,Kupfer,ppm
6445,2015-04-30,5,NS,Grünland,CUT_PPM,12.4,12.4,0,9.9,9.9,0,Kupfer,ppm
6447,1995-09-08,1,NS,Grünland,CUT_PPM,7.6,7.6,0,9.3,9.3,0,Kupfer,ppm
6447,2000-08-30,2,NS,Grünland,CUT_PPM,9.4,9.4,0,11.7,11.7,0,Kupfer,ppm
6447,2010-03-24,4,NS,Grünland,CUT_PPM,11.2,11.2,0,14,14,0,Kupfer,ppm
6447,2015-04-30,5,NS,Grünland,CUT_PPM,10,10,0,13.2,13.2,0,Kupfer,ppm
6448,1995-09-21,1,NS,Acker,CUT_PPM,38.2,38.2,0,17.1,17.1,0,Kupfer,ppm
6448,2000-08-16,2,NS,Acker,CUT_PPM,39.4,39.4,0,20.1,20.1,0,Kupfer,ppm
6448,2005-08-11,3,NS,Acker,CUT_PPM,35.2,35.2,0,16.5,16.5,0,Kupfer,ppm
6448,2010-04-15,4,NS,Acker,CUT_PPM,37.3,37.3,0,17.4,17.4,0,Kupfer,ppm
6448,2015-04-08,5,NS,Acker,CUT_PPM,35.4,35.4,0,19,19,0,Kupfer,ppm
6449,1995-09-06,1,NS,Grünland,CUT_PPM,30.5,30.5,0,8.7,8.7,0,Kupfer,ppm
6449,2000-08-03,2,NS,Grünland,CUT_PPM,28.7,28.7,0,12.3,12.3,0,Kupfer,ppm
6449,2010-04-21,4,NS,Grünland,CUT_PPM,33,33,0,10.3,10.3,0,Kupfer,ppm
6449,2015-04-22,5,NS,Grünland,CUT_PPM,33.1,33.1,0,8.1,8.1,0,Kupfer,ppm
6450,1995-09-14,1,HS,Grünland,CUT_PPM,22.6,22.6,0,17,17,0,Kupfer,ppm
6450,2000-08-23,2,HS,Grünland,CUT_PPM,21.2,21.2,0,17.8,17.8,0,Kupfer,ppm
6450,2005-04-06,3,HS,Grünland,CUT_PPM,21,21,0,19,19,0,Kupfer,ppm
6450,2010-04-21,4,HS,Grünland,CUT_PPM,21.6,21.6,0,19.5,19.5,0,Kupfer,ppm
6450,2015-04-22,5,HS,Grünland,CUT_PPM,22.3,22.3,0,19.2,19.2,0,Kupfer,ppm
6450,2020-06-03,6,HS,Grünland,CUT_PPM,21.2,21.2,0,65,65,1,Kupfer,ppm
6451,1995-09-06,1,NS,Acker,CUT_PPM,95.2,95.2,1,29.2,29.2,0,Kupfer,ppm
6451,2000-08-02,2,NS,Acker,CUT_PPM,100.4,100.4,1,53.1,53.1,1,Kupfer,ppm
6451,2005-09-14,3,NS,Acker,CUT_PPM,99.5,99.5,1,36,36,0,Kupfer,ppm
6451,2010-04-07,4,NS,Acker,CUT_PPM,97.8,97.8,1,35.1,35.1,0,Kupfer,ppm
6451,2015-03-25,5,NS,Acker,CUT_PPM,99.6,99.6,1,31.1,31.1,0,Kupfer,ppm
6452,1995-09-06,1,HS,Grünland,CUT_PPM,44.2,44.2,1,13.4,13.4,0,Kupfer,ppm
6452,2000-07-25,2,HS,Grünland,CUT_PPM,47.8,47.8,1,12.8,12.8,0,Kupfer,ppm
6452,2005-04-06,3,HS,Grünland,CUT_PPM,44.5,44.5,1,17,17,0,Kupfer,ppm
6452,2010-03-24,4,HS,Grünland,CUT_PPM,43.2,43.2,1,18.2,18.2,0,Kupfer,ppm
6452,2015-03-25,5,HS,Grünland,CUT_PPM,43.2,43.2,1,15.1,15.1,0,Kupfer,ppm
6452,2020-07-01,6,HS,Grünland,CUT_PPM,46.9,46.9,1,12.8,12.8,0,Kupfer,ppm
6453,1995-09-14,1,NS,Wald,CUT_PPM,11.6,11.6,0,19.6,19.6,0,Kupfer,ppm
6453,2000-07-19,2,NS,Wald,CUT_PPM,NA,NA,NA,19.9,19.9,0,Kupfer,ppm
6453,2005-11-09,3,NS,Wald,CUT_PPM,0,<16,-1,19.9,19.9,0,Kupfer,ppm
6453,2010-10-06,4,NS,Wald,CUT_PPM,11.4,11.4,0,20.7,20.7,0,Kupfer,ppm
6453,2015-07-08,5,NS,Wald,CUT_PPM,12.2,12.2,0,21.9,21.9,0,Kupfer,ppm
6454,1995-09-08,1,HS,Acker,CUT_PPM,13.9,13.9,0,7.1,7.1,0,Kupfer,ppm
6454,2000-10-18,2,HS,Acker,CUT_PPM,14.5,14.5,0,8.2,8.2,0,Kupfer,ppm
6454,2005-04-06,3,HS,Acker,CUT_PPM,14.2,14.2,0,9.2,9.2,0,Kupfer,ppm
6454,2010-04-15,4,HS,Acker,CUT_PPM,14.7,14.7,0,9.6,9.6,0,Kupfer,ppm
6454,2015-03-19,5,HS,Acker,CUT_PPM,15.2,15.2,0,9.2,9.2,0,Kupfer,ppm
6454,2020-11-05,6,HS,Acker,CUT_PPM,16.4,16.4,0,8.8,8.8,0,Kupfer,ppm
6455,1995-09-21,1,NS,Acker,CUT_PPM,18.6,18.6,0,11.8,11.8,0,Kupfer,ppm
6455,2000-08-15,2,NS,Acker,CUT_PPM,21.9,21.9,0,14.3,14.3,0,Kupfer,ppm
6455,2010-03-31,4,NS,Acker,CUT_PPM,22.6,22.6,0,16.7,16.7,0,Kupfer,ppm
6455,2015-03-11,5,NS,Acker,CUT_PPM,23.7,23.7,0,16.8,16.8,0,Kupfer,ppm
6456,1995-09-27,1,NS,Acker,CUT_PPM,34.2,34.2,0,11.6,11.6,0,Kupfer,ppm
6456,2000-08-16,2,NS,Acker,CUT_PPM,32.5,32.5,0,14.2,14.2,0,Kupfer,ppm
6456,2010-04-08,4,NS,Acker,CUT_PPM,32.7,32.7,0,13.9,13.9,0,Kupfer,ppm
6456,2015-04-09,5,NS,Acker,CUT_PPM,29.3,29.3,0,12.9,12.9,0,Kupfer,ppm
6457,1995-09-27,1,NS,Acker,CUT_PPM,20.9,20.9,0,13.9,13.9,0,Kupfer,ppm
6457,2000-11-01,2,NS,Acker,CUT_PPM,18.2,18.2,0,12.5,12.5,0,Kupfer,ppm
6457,2010-04-08,4,NS,Acker,CUT_PPM,17.4,17.4,0,13.8,13.8,0,Kupfer,ppm
6457,2015-04-09,5,NS,Acker,CUT_PPM,17.9,17.9,0,14.9,14.9,0,Kupfer,ppm
6457,2024-04-04,6,NS,Acker,CUT_PPM,NA,NA,NA,NA,NA,NA,Kupfer,ppm
6458,1995-09-06,1,NS,Acker,CUT_PPM,48.8,48.8,1,29.4,29.4,0,Kupfer,ppm
6458,2000-08-16,2,NS,Acker,CUT_PPM,47.6,47.6,1,32.6,32.6,0,Kupfer,ppm
6458,2005-08-11,3,NS,Acker,CUT_PPM,46,46,1,30.8,30.8,0,Kupfer,ppm
6458,2010-04-08,4,NS,Acker,CUT_PPM,43.1,43.1,1,30,30,0,Kupfer,ppm
6458,2015-03-19,5,NS,Acker,CUT_PPM,44.1,44.1,1,30.3,30.3,0,Kupfer,ppm
6459,1995-10-30,1,NS,Acker,CUT_PPM,52.6,52.6,1,11.2,11.2,0,Kupfer,ppm
6459,2000-08-30,2,NS,Acker,CUT_PPM,48.9,48.9,1,10.9,10.9,0,Kupfer,ppm
6459,2005-08-10,3,NS,Acker,CUT_PPM,47.4,47.4,1,11.6,11.6,0,Kupfer,ppm
6459,2010-04-07,4,NS,Acker,CUT_PPM,47.2,47.2,1,11.4,11.4,0,Kupfer,ppm
6459,2015-03-25,5,NS,Acker,CUT_PPM,44.9,44.9,1,13.8,13.8,0,Kupfer,ppm
6566,1996-07-18,1,NS,Acker,CUT_PPM,25.8,25.8,0,15.7,15.7,0,Kupfer,ppm
6566,2001-03-28,2,NS,Acker,CUT_PPM,26.1,26.1,0,16.7,16.7,0,Kupfer,ppm
6566,2006-08-08,3,NS,Acker,CUT_PPM,24.4,24.4,0,14.9,14.9,0,Kupfer,ppm
6566,2011-05-19,4,NS,Acker,CUT_PPM,25.3,25.3,0,14.9,14.9,0,Kupfer,ppm
6566,2016-03-30,5,NS,Acker,CUT_PPM,27.3,27.3,0,16.3,16.3,0,Kupfer,ppm
6570,1996-08-06,1,NS,Acker,CUT_PPM,19.1,19.1,0,14.8,14.8,0,Kupfer,ppm
6570,2001-04-05,2,NS,Acker,CUT_PPM,19.4,19.4,0,13.1,13.1,0,Kupfer,ppm
6570,2006-05-04,3,NS,Acker,CUT_PPM,18.8,18.8,0,13.1,13.1,0,Kupfer,ppm
