StandortID;p.dat;periode;KaboStatus;AktStandorttyp;Parameter;Wert_plot_OB;Wert_tab_OB;Klasse_OB;Quelle_OB;Wert_plot_UB;Wert_tab_UB;Klasse_UB;Quelle_UB
7594;27.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.07;0.07;0;vbbo;0.04;0.04;0;vbbo
7594;26.04.2023;6;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7595;21.07.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.02;0.02;0;vbbo
7595;10.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7595;10.07.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7595;14.08.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7595;05.12.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7595;09.08.2023;6;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7596;23.07.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.06;0.06;0;vbbo
7596;04.09.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7596;21.10.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7596;19.06.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.05;0.05;0;vbbo
7596;29.08.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.06;0.06;0;vbbo
7596;14.07.2023;6;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7597;28.08.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.01;0.01;0;vbbo
7597;06.08.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7597;20.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7597;21.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0;<0.15;-1;xrf
7597;18.07.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7598;26.08.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.02;0.02;0;vbbo
7598;09.04.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;0.02;0.02;0;vbbo
7598;20.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;NA;NA;NA;NA
7598;20.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7598;18.07.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7599;26.08.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.02;0.02;0;vbbo
7599;09.04.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7599;03.07.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7599;06.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;NA;NA;NA;NA
7599;06.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7601;25.08.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7601;20.03.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7601;02.04.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7601;03.04.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.04;0.04;0;vbbo
7601;07.11.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.04;0.04;0;vbbo
7601;14.07.2023;6;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7602;07.07.1998;1;HS;Wald;HGT_PPM;0.08;0.08;0;vbbo;0.05;0.05;0;vbbo
7602;25.06.2003;2;HS;Wald;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7602;10.07.2008;3;HS;Wald;HGT_PPM;0;<0.15;-1;xrf;0.06;0.06;0;vbbo
7602;03.04.2013;4;HS;Wald;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7602;24.05.2018;5;HS;Wald;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7602;12.04.2023;6;HS;Wald;HGT_PPM;0.1;0.1;0;vbbo;0.06;0.06;0;vbbo
7603;21.07.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.08;0.08;0;vbbo;0.04;0.04;0;vbbo
7603;29.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.08;0.08;0;vbbo;0.05;0.05;0;vbbo
7603;02.04.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.08;0.08;0;vbbo;NA;NA;NA;NA
7603;21.08.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.07;0.07;0;vbbo;0.04;0.04;0;vbbo
7603;26.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.07;0.07;0;vbbo;0.04;0.04;0;vbbo
7603;17.05.2023;6;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7604;13.08.1998;1;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.05;0.05;0;vbbo
7604;27.03.2003;2;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.05;0.05;0;vbbo
7604;08.05.2008;3;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7604;24.04.2013;4;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.05;0.05;0;vbbo
7604;11.04.2018;5;NS;Grünland;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7605;13.08.1998;1;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.06;0.06;0;vbbo
7605;27.03.2003;2;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.06;0.06;0;vbbo
7605;08.05.2008;3;NS;Grünland;HGT_PPM;0.07;0.07;0;vbbo;NA;NA;NA;NA
7605;24.04.2013;4;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.06;0.06;0;vbbo
7605;11.04.2018;5;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.06;0.06;0;vbbo
7606;22.09.1998;1;NS;Grünland;HGT_PPM;0.03;0.03;0;vbbo;0.03;0.03;0;vbbo
7606;13.03.2003;2;NS;Grünland;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7606;07.05.2008;3;NS;Grünland;HGT_PPM;0.03;0.03;0;vbbo;NA;NA;NA;NA
7606;30.05.2013;4;NS;Grünland;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7606;20.09.2018;5;NS;Grünland;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7607;22.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7607;27.11.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7607;07.05.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7607;19.11.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7607;03.10.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7608;22.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7608;13.03.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7608;07.05.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7608;19.11.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.05;0.05;0;vbbo
7608;03.10.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7609;22.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7609;27.11.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;0.04;0.04;0;vbbo
7609;27.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.04;0.04;0;vbbo
7609;19.11.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;NA;NA;NA;NA
7609;05.12.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7610;09.09.1998;1;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.04;0.04;0;vbbo
7610;16.07.2003;2;NS;Grünland;HGT_PPM;0.07;0.07;0;vbbo;NA;NA;NA;NA
7610;08.05.2008;3;NS;Grünland;HGT_PPM;0.07;0.07;0;vbbo;0.04;0.04;0;vbbo
7610;24.04.2013;4;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.04;0.04;0;vbbo
7610;21.06.2018;5;NS;Grünland;HGT_PPM;0.07;0.07;0;vbbo;0.03;0.03;0;vbbo
7611;09.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.03;0.03;0;vbbo
7611;02.10.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7611;08.05.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7611;12.09.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.03;0.03;0;vbbo
7611;10.10.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7612;02.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7612;16.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7612;09.07.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7612;22.08.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7612;13.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7613;02.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.04;0.04;0;vbbo
7613;17.04.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;0.05;0.05;0;vbbo
7613;28.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;NA;NA;NA;NA
7613;22.08.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.05;0.05;0;vbbo
7613;06.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0.04;0.04;0;vbbo
7614;02.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.01;0.01;0;vbbo
7614;30.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7614;22.10.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;NA;NA;NA;NA
7614;30.05.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7614;17.10.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7615;16.09.1998;1;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.01;0.01;0;vbbo
7615;30.07.2003;2;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7615;19.03.2008;3;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7615;20.03.2013;4;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.01;0.01;0;vbbo
7615;31.10.2018;5;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7615;29.03.2023;6;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7616;16.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.03;0.03;0;vbbo
7616;09.04.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7616;19.03.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7616;06.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7616;20.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7617;16.09.1998;1;NS;Grünland;HGT_PPM;0.04;0.04;0;vbbo;0.02;0.02;0;vbbo
7617;29.10.2003;2;NS;Grünland;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7617;03.07.2008;3;NS;Grünland;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7617;21.03.2013;4;NS;Grünland;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7617;06.06.2018;5;NS;Grünland;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7618;16.09.1998;1;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.02;0.02;0;vbbo
7618;29.10.2003;2;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7618;19.03.2008;3;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7618;20.03.2013;4;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.03;0.03;0;vbbo
7618;07.11.2018;5;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.03;0.03;0;vbbo
7618;29.03.2023;6;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.04;0.04;0;vbbo
7619;09.09.1998;1;NS;Grünland;HGT_PPM;0.1;0.1;0;vbbo;0.07;0.07;0;vbbo
7619;02.10.2003;2;NS;Grünland;HGT_PPM;0.1;0.1;0;vbbo;0.07;0.07;0;vbbo
7619;14.05.2008;3;NS;Grünland;HGT_PPM;0.09;0.09;0;vbbo;NA;NA;NA;NA
7619;12.06.2013;4;NS;Grünland;HGT_PPM;0.1;0.1;0;vbbo;0.06;0.06;0;vbbo
7619;11.04.2018;5;NS;Grünland;HGT_PPM;0.13;0.13;0;vbbo;0.06;0.06;0;vbbo
7620;14.10.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.03;0.03;0;vbbo
7620;30.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7620;19.03.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7620;20.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0;<0.15;-1;xrf
7620;18.07.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7621;14.10.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.01;0.01;0;vbbo
7621;30.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7621;20.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7621;21.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7621;14.11.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7622;14.10.1998;1;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.02;0.02;0;vbbo
7622;29.10.2003;2;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7622;20.08.2008;3;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7622;21.03.2013;4;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7622;06.06.2018;5;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7622;09.08.2023;6;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7623;29.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7623;16.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7623;27.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7623;22.08.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7623;13.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7624;29.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7624;16.07.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7624;27.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7624;19.09.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7624;03.10.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7625;29.09.1998;1;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.04;0.04;0;vbbo
7625;02.10.2003;2;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;NA;NA;NA;NA
7625;14.05.2008;3;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.03;0.03;0;vbbo
7625;24.04.2013;4;NS;Grünland;HGT_PPM;0.06;0.06;0;vbbo;0.03;0.03;0;vbbo
7625;21.06.2018;5;NS;Grünland;HGT_PPM;0.05;0.05;0;vbbo;0.03;0.03;0;vbbo
7626;29.09.1998;1;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.06;0.06;0;vbbo
7626;02.10.2003;2;NS;Grünland;HGT_PPM;0.09;0.09;0;vbbo;0.07;0.07;0;vbbo
7626;09.07.2008;3;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.07;0.07;0;vbbo
7626;20.06.2013;4;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.06;0.06;0;vbbo
7626;11.04.2018;5;NS;Grünland;HGT_PPM;0.08;0.08;0;vbbo;0.05;0.05;0;vbbo
7627;22.10.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.07;0.07;0;vbbo
7627;16.10.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.07;0.07;0;vbbo
7627;09.04.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.07;0.07;0;vbbo
7627;02.05.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.07;0.07;0;vbbo
7627;04.04.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.06;0.06;0;vbbo;0.07;0.07;0;vbbo
7627;06.10.2023;6;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;0;<0.15;-1;xrf
7628;24.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.02;0.02;0;vbbo
7628;09.04.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;NA;NA;NA;NA
7628;03.07.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7628;06.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7628;06.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7629;24.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.03;0.03;0;vbbo
7629;29.10.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7629;19.03.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7629;06.03.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0;<0.15;-1;xrf
7629;17.10.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7630;24.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.1;0.1;0;vbbo
7630;13.03.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7630;27.08.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;NA;NA;NA;NA;NA;NA;NA;NA
7630;30.05.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0;<0.15;-1;xrf
7630;20.09.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.03;0.03;0;vbbo;0.09;0.09;0;vbbo
7631;24.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.05;0.05;0;vbbo
7631;13.03.2003;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.05;0.05;0;vbbo
7631;07.05.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7631;19.11.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;NA;NA;NA;NA
7631;05.12.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0.04;0.04;0;vbbo
7673;10.09.1998;1;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0;<0.15;-1;xrf;NA;NA;NA;NA
7673;10.04.2002;2;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.15;0.15;0;vbbo;NA;NA;NA;NA
7673;09.07.2008;3;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.13;0.13;0;vbbo;0;<0.15;-1;xrf
7673;19.09.2013;4;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.11;0.11;0;vbbo;0;<0.15;-1;xrf
7673;05.06.2018;5;NS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.11;0.11;0;vbbo;0;<0.15;-1;xrf
7821;29.09.1999;1;HS;Grünland;HGT_PPM;0.14;0.14;0;vbbo;0.05;0.05;0;vbbo
7821;08.04.2004;2;HS;Grünland;HGT_PPM;0.15;0.15;0;vbbo;0.06;0.06;0;vbbo
7821;01.04.2009;3;HS;Grünland;HGT_PPM;0.14;0.14;0;vbbo;0.03;0.03;0;vbbo
7821;06.08.2014;4;HS;Grünland;HGT_PPM;0.15;0.15;0;vbbo;0.03;0.03;0;vbbo
7821;03.07.2019;5;HS;Grünland;HGT_PPM;0.13;0.13;0;vbbo;0.04;0.04;0;vbbo
7821;12.04.2023;6;HS;Grünland;HGT_PPM;0.15;0.15;0;vbbo;0.04;0.04;0;vbbo
7895;16.08.1999;1;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.03;0.03;0;vbbo
7895;29.04.2004;2;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.05;0.05;0;vbbo;0;<0.15;-1;xrf
7895;18.03.2009;3;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.03;0.03;0;vbbo
7895;28.08.2014;4;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
7895;25.04.2019;5;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.03;0.03;0;vbbo
7895;29.03.2023;6;HS;AckerGemüsebauSpez.kulturen;HGT_PPM;0.04;0.04;0;vbbo;0.04;0.04;0;vbbo
