StandortID;p.dat;periode;KaboStatus;AktStandorttyp;Parameter;Wert_plot_OB;Wert_tab_OB;Klasse_OB;Quelle_OB;Wert_plot_UB;Wert_tab_UB;Klasse_UB;Quelle_UB
7119;04.04.2006;3;NS;Grünland;CRT_PPM;24.2;24.2;0;vbbo;26;26;0;vbbo
7119;04.05.2011;4;NS;Grünland;CRT_PPM;29;29;0;vbbo;NA;NA;NA;NA
7119;07.04.2016;5;NS;Grünland;CRT_PPM;25.2;25.2;0;vbbo;25.6;25.6;0;vbbo
7120;25.09.1996;1;NS;Grünland;CRT_PPM;20.4;20.4;0;vbbo;17.2;17.2;0;vbbo
7120;02.05.2001;2;NS;Grünland;CRT_PPM;21.1;21.1;0;vbbo;17.8;17.8;0;vbbo
7120;12.04.2006;3;NS;Grünland;CRT_PPM;21.6;21.6;0;vbbo;18.5;18.5;0;vbbo
7120;04.08.2011;4;NS;Grünland;CRT_PPM;20.2;20.2;0;vbbo;NA;NA;NA;NA
7120;14.04.2016;5;NS;Grünland;CRT_PPM;22.5;22.5;0;vbbo;19;19;0;vbbo
7120;31.03.2021;6;NS;Grünland;CRT_PPM;28;28;0;xrf;28;28;0;xrf
7121;10.09.1996;1;NS;Grünland;CRT_PPM;39;39;0;vbbo;35;35;0;vbbo
7121;28.02.2001;2;NS;Grünland;CRT_PPM;44.6;44.6;0;vbbo;41.7;41.7;0;vbbo
7121;16.08.2006;3;NS;Grünland;CRT_PPM;41.9;41.9;0;vbbo;40.7;40.7;0;vbbo
7121;07.09.2011;4;NS;Grünland;CRT_PPM;44.4;44.4;0;vbbo;42.4;42.4;0;vbbo
7121;07.04.2016;5;NS;Grünland;CRT_PPM;43.9;43.9;0;vbbo;43.7;43.7;0;vbbo
7122;28.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.8;16.8;0;vbbo;15.1;15.1;0;vbbo
7122;02.05.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.2;18.2;0;vbbo;17.5;17.5;0;vbbo
7122;12.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17.4;17.4;0;vbbo;16.2;16.2;0;vbbo
7122;04.04.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17.6;17.6;0;vbbo;16;16;0;vbbo
7122;13.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;19.3;19.3;0;vbbo;17.9;17.9;0;vbbo
7122;13.10.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;0;<19;-1;xrf;0;<19;-1;xrf
7123;29.08.1996;1;NS;Grünland;CRT_PPM;21.1;21.1;0;vbbo;20.7;20.7;0;vbbo
7123;21.08.2001;2;NS;Grünland;CRT_PPM;22.6;22.6;0;vbbo;22;22;0;vbbo
7123;12.04.2006;3;NS;Grünland;CRT_PPM;21.7;21.7;0;vbbo;23.2;23.2;0;vbbo
7123;27.06.2011;4;NS;Grünland;CRT_PPM;21.5;21.5;0;vbbo;NA;NA;NA;NA
7123;14.04.2016;5;NS;Grünland;CRT_PPM;23;23;0;vbbo;24.3;24.3;0;vbbo
7123;31.03.2021;6;NS;Grünland;CRT_PPM;33;33;0;xrf;36;36;0;xrf
7124;27.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.3;16.3;0;vbbo;11.4;11.4;0;vbbo
7124;27.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;19;19;0;vbbo;12.5;12.5;0;vbbo
7124;14.06.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17.2;17.2;0;vbbo;17.6;17.6;0;vbbo
7124;06.04.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17.1;17.1;0;vbbo;NA;NA;NA;NA
7124;01.06.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17.6;17.6;0;vbbo;12.8;12.8;0;vbbo
7124;09.06.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;36;36;0;xrf;40;40;0;xrf
7125;28.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.4;18.4;0;vbbo;17.2;17.2;0;vbbo
7125;27.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;19.9;19.9;0;vbbo;18.2;18.2;0;vbbo
7125;12.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.9;18.9;0;vbbo;18;18;0;vbbo
7125;23.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;19.6;19.6;0;vbbo;16.8;16.8;0;vbbo
7125;20.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;20.1;20.1;0;vbbo;18.5;18.5;0;vbbo
7125;28.09.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;20;20;0;xrf;23;23;0;xrf
7126;02.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;24.5;24.5;0;vbbo;18.3;18.3;0;vbbo
7126;28.03.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;24.2;24.2;0;vbbo;19.2;19.2;0;vbbo
7126;08.08.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.6;23.6;0;vbbo;19.4;19.4;0;vbbo
7126;01.09.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;24.7;24.7;0;vbbo;19.2;19.2;0;vbbo
7126;06.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25.3;25.3;0;vbbo;21;21;0;vbbo
7127;02.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;24.8;24.8;0;vbbo;25;25;0;vbbo
7127;05.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.9;26.9;0;vbbo;26.4;26.4;0;vbbo
7127;25.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25.9;25.9;0;vbbo;29.2;29.2;0;vbbo
7127;31.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;28.3;28.3;0;vbbo;28;28;0;vbbo
7127;24.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;28.2;28.2;0;vbbo;31.2;31.2;0;vbbo
7128;29.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;33.4;33.4;0;vbbo;24.2;24.2;0;vbbo
7128;01.03.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;34.6;34.6;0;vbbo;25.4;25.4;0;vbbo
7128;25.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;33.9;33.9;0;vbbo;27.2;27.2;0;vbbo
7128;31.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;35.4;35.4;0;vbbo;26.6;26.6;0;vbbo
7128;23.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;34.1;34.1;0;vbbo;27.6;27.6;0;vbbo
7129;27.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;22.3;22.3;0;vbbo;17.2;17.2;0;vbbo
7129;25.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25;25;0;vbbo;19.7;19.7;0;vbbo
7129;15.03.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;24;24;0;vbbo;18.8;18.8;0;vbbo
7129;30.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25.5;25.5;0;vbbo;18.7;18.7;0;vbbo
7129;17.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.9;23.9;0;vbbo;18;18;0;vbbo
7129;21.04.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;35;35;0;xrf;42;42;0;xrf
7130;04.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.5;23.5;0;vbbo;24.1;24.1;0;vbbo
7130;28.02.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.2;26.2;0;vbbo;25.3;25.3;0;vbbo
7130;29.03.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25.4;25.4;0;vbbo;23.5;23.5;0;vbbo
7130;24.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.1;26.1;0;vbbo;21.9;21.9;0;vbbo
7130;23.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.3;26.3;0;vbbo;23.7;23.7;0;vbbo
7131;10.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;43.9;43.9;0;vbbo;45.2;45.2;0;vbbo
7131;12.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;44.7;44.7;0;vbbo;45.1;45.1;0;vbbo
7131;15.03.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;44.2;44.2;0;vbbo;44.5;44.5;0;vbbo
7131;30.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;44.6;44.6;0;vbbo;45.7;45.7;0;vbbo
7131;13.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;46.5;46.5;0;vbbo;50.1;50.1;1;vbbo
7131;21.04.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;46.2;46.2;0;vbbo;47.2;47.2;0;vbbo
7132;28.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;15.2;15.2;0;vbbo;20.9;20.9;0;vbbo
7132;02.05.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.4;16.4;0;vbbo;21;21;0;vbbo
7132;19.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.2;18.2;0;vbbo;20.9;20.9;0;vbbo
7132;09.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.6;16.6;0;vbbo;19.6;19.6;0;vbbo
7132;20.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17;17;0;vbbo;22.6;22.6;0;vbbo
7132;16.06.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;0;<19;-1;xrf;22;22;0;xrf
7133;28.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;15.5;15.5;0;vbbo;13.8;13.8;0;vbbo
7133;27.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.4;16.4;0;vbbo;17;17;0;vbbo
7133;19.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.3;16.3;0;vbbo;16.1;16.1;0;vbbo
7133;09.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.1;16.1;0;vbbo;15.1;15.1;0;vbbo
7133;20.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;16.3;16.3;0;vbbo;16.8;16.8;0;vbbo
7133;11.08.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;0;<19;-1;xrf;0;<19;-1;xrf
7134;28.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;21.2;21.2;0;vbbo;21.6;21.6;0;vbbo
7134;21.08.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;21.2;21.2;0;vbbo;19.9;19.9;0;vbbo
7134;19.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25.7;25.7;0;vbbo;18.3;18.3;0;vbbo
7134;09.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.6;18.6;0;vbbo;14.9;14.9;0;vbbo
7134;17.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;17.3;17.3;0;vbbo;17.4;17.4;0;vbbo
7134;13.10.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;0;<19;-1;xrf;21;21;0;xrf
7135;06.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;12.3;12.3;0;vbbo;9.2;9.2;0;vbbo
7135;27.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;12.7;12.7;0;vbbo;10.3;10.3;0;vbbo
7135;19.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;13.8;13.8;0;vbbo;10.2;10.2;0;vbbo
7135;09.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;12.1;12.1;0;vbbo;9;9;0;vbbo
7135;04.08.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;13.2;13.2;0;vbbo;10.4;10.4;0;vbbo
7135;11.08.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;0;<19;-1;xrf;0;<19;-1;xrf
7137;06.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;13;13;0;vbbo;13.4;13.4;0;vbbo
7137;02.05.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;14;14;0;vbbo;15.9;15.9;0;vbbo
7137;12.04.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;15.2;15.2;0;vbbo;15.1;15.1;0;vbbo
7137;23.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;12.6;12.6;0;vbbo;14.1;14.1;0;vbbo
7137;17.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;14.7;14.7;0;vbbo;17.1;17.1;0;vbbo
7137;31.03.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;11.8;11.8;0;vbbo;13.1;13.1;0;vbbo
7138;10.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.6;18.6;0;vbbo;25.2;25.2;0;vbbo
7138;11.10.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;20.1;20.1;0;vbbo;28.5;28.5;0;vbbo
7138;08.11.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;19.1;19.1;0;vbbo;26.3;26.3;0;vbbo
7138;06.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;18.7;18.7;0;vbbo;24.1;24.1;0;vbbo
7138;11.08.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;20.7;20.7;0;vbbo;29.2;29.2;0;vbbo
7138;24.03.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23;23;0;xrf;35;35;0;xrf
7139;06.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;22.1;22.1;0;vbbo;22.3;22.3;0;vbbo
7139;16.08.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.8;23.8;0;vbbo;26.4;26.4;0;vbbo
7139;07.06.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;22.6;22.6;0;vbbo;23.6;23.6;0;vbbo
7139;04.08.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;21.8;21.8;0;vbbo;21.6;21.6;0;vbbo
7139;21.04.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;24.4;24.4;0;vbbo;24.9;24.9;0;vbbo
7139;08.09.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;22;22;0;xrf;22;22;0;xrf
7140;10.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;61;61;1;vbbo;21.8;21.8;0;vbbo
7140;28.02.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;67.1;67.1;1;vbbo;23.2;23.2;0;vbbo
7140;10.05.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;58.8;58.8;1;vbbo;25.5;25.5;0;vbbo
7140;07.09.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;59.2;59.2;1;vbbo;29.3;29.3;0;vbbo
7140;10.08.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;65.1;65.1;1;vbbo;25.7;25.7;0;vbbo
7141;10.09.1996;1;NS;Grünland;CRT_PPM;24.2;24.2;0;vbbo;20.4;20.4;0;vbbo
7141;09.05.2001;2;NS;Grünland;CRT_PPM;27.2;27.2;0;vbbo;25.5;25.5;0;vbbo
7141;26.04.2006;3;NS;Grünland;CRT_PPM;27.1;27.1;0;vbbo;24.3;24.3;0;vbbo
7141;23.06.2011;4;NS;Grünland;CRT_PPM;25.1;25.1;0;vbbo;NA;NA;NA;NA
7141;06.04.2016;5;NS;Grünland;CRT_PPM;27.6;27.6;0;vbbo;24.4;24.4;0;vbbo
7141;21.09.2021;6;NS;Grünland;CRT_PPM;31;31;0;xrf;28;28;0;xrf
7142;07.11.1995;1;HS;Grünland;CRT_PPM;25.6;25.6;0;vbbo;21.1;21.1;0;vbbo
7142;30.06.2005;3;HS;Grünland;CRT_PPM;23.5;23.5;0;vbbo;21;21;0;xrf
7142;22.04.2010;4;HS;Grünland;CRT_PPM;22.7;22.7;0;xrf;24;24;0;xrf
7142;27.05.2015;5;HS;Grünland;CRT_PPM;23.7;23.7;0;vbbo;22;22;0;xrf
7142;31.08.2021;6;HS;Grünland;CRT_PPM;21.6;21.6;0;vbbo;17.7;17.7;0;vbbo
7143;31.10.1995;1;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;15.8;15.8;0;vbbo;13.5;13.5;0;vbbo
7143;06.07.2005;3;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;15.5;15.5;0;vbbo;0;<19;-1;xrf
7143;22.04.2010;4;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;0;<19;-1;xrf;0;<19;-1;xrf
7143;05.08.2015;5;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;15.8;15.8;0;vbbo;13.5;13.5;0;vbbo
7143;31.08.2021;6;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;13.1;13.1;0;vbbo;10.3;10.3;0;vbbo
7144;05.11.1995;1;HS;Wald;CRT_PPM;24.6;24.6;0;vbbo;20.5;20.5;0;vbbo
7144;06.07.2005;3;HS;Wald;CRT_PPM;NA;NA;NA;NA;33;33;0;xrf
7144;02.06.2010;4;HS;Wald;CRT_PPM;31;31;0;xrf;17.9;17.9;0;vbbo
7144;16.07.2015;5;HS;Wald;CRT_PPM;27;27;0;xrf;32;32;0;xrf
7144;23.04.2021;6;HS;Wald;CRT_PPM;29.7;29.7;0;xrf;38;38;0;xrf
7146;07.11.1995;1;HS;Grünland;CRT_PPM;28.3;28.3;0;vbbo;25.1;25.1;0;vbbo
7146;26.10.2005;3;HS;Grünland;CRT_PPM;28.9;28.9;0;vbbo;23;23;0;xrf
7146;14.07.2010;4;HS;Grünland;CRT_PPM;24.7;24.7;0;xrf;23;23;0;xrf
7146;19.11.2015;5;HS;Grünland;CRT_PPM;28.7;28.7;0;vbbo;22.9;22.9;0;vbbo
7147;07.11.1995;1;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;26;26;0;vbbo;25.4;25.4;0;vbbo
7147;24.08.2005;3;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.6;26.6;0;vbbo;24;24;0;xrf
7147;18.08.2010;4;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.2;26.2;0;vbbo;28;28;0;xrf
7147;16.04.2015;5;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;26.5;26.5;0;vbbo;24.1;24.1;0;vbbo
7147;23.06.2021;6;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;25;25;0;vbbo;24.4;24.4;0;vbbo
7148;07.11.1995;1;HS;Grünland;CRT_PPM;28.9;28.9;0;vbbo;27.6;27.6;0;vbbo
7148;07.07.2005;3;HS;Grünland;CRT_PPM;29.3;29.3;0;vbbo;27;27;0;xrf
7148;28.07.2010;4;HS;Grünland;CRT_PPM;27.3;27.3;0;xrf;27;27;0;xrf
7148;09.09.2015;5;HS;Grünland;CRT_PPM;28.1;28.1;0;vbbo;26;26;0;xrf
7148;02.06.2021;6;HS;Grünland;CRT_PPM;26.8;26.8;0;vbbo;22.4;22.4;0;vbbo
7149;07.11.1995;1;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;22.4;22.4;0;vbbo;27.5;27.5;0;vbbo
7149;19.05.2005;3;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;24.1;24.1;0;vbbo;24;24;0;xrf
7149;25.03.2010;4;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;23;23;0;xrf;22;22;0;xrf
7149;09.04.2015;5;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.8;23.8;0;vbbo;29.3;29.3;0;vbbo
7149;20.10.2021;6;HS;AckerGemüsebauSpez.kulturen;CRT_PPM;22.6;22.6;0;vbbo;23;23;0;vbbo
7150;14.11.1995;1;HS;Wald;CRT_PPM;22.1;22.1;0;vbbo;33.1;33.1;0;vbbo
7150;07.07.2005;3;HS;Wald;CRT_PPM;23;23;0;xrf;31.9;31.9;0;vbbo
7150;10.08.2010;4;HS;Wald;CRT_PPM;24.5;24.5;0;xrf;30.5;30.5;0;vbbo
7150;24.09.2015;5;HS;Wald;CRT_PPM;23;23;0;xrf;29;29;0;xrf
7150;20.05.2021;6;HS;Wald;CRT_PPM;24.3;24.3;0;xrf;31;31;0;xrf
7151;13.11.1995;1;HS;Wald;CRT_PPM;18;18;0;vbbo;21.8;21.8;0;vbbo
7151;18.08.2005;3;HS;Wald;CRT_PPM;21;21;0;xrf;21;21;0;xrf
7151;27.05.2010;4;HS;Wald;CRT_PPM;16.6;16.6;0;vbbo;19.6;19.6;0;vbbo
7151;14.10.2015;5;HS;Wald;CRT_PPM;0;<19;-1;xrf;24;24;0;xrf
7151;20.10.2021;6;HS;Wald;CRT_PPM;20;20;0;xrf;26;26;0;xrf
7152;14.11.1995;1;HS;Wald;CRT_PPM;20.4;20.4;0;vbbo;50.7;50.7;1;vbbo
7152;20.07.2005;3;HS;Wald;CRT_PPM;NA;NA;NA;NA;48.6;48.6;0;vbbo
7152;22.07.2010;4;HS;Wald;CRT_PPM;28;28;0;xrf;47.3;47.3;0;vbbo
7152;20.08.2015;5;HS;Wald;CRT_PPM;31;31;0;xrf;41;41;0;xrf
7152;20.05.2021;6;HS;Wald;CRT_PPM;35.7;35.7;0;xrf;44;44;0;xrf
7153;14.11.1995;1;HS;Wald;CRT_PPM;12.2;12.2;0;vbbo;21.1;21.1;0;vbbo
7153;25.08.2005;3;HS;Wald;CRT_PPM;0;<19;-1;xrf;19.2;19.2;0;vbbo
7153;27.05.2010;4;HS;Wald;CRT_PPM;0;<19;-1;xrf;19.4;19.4;0;vbbo
7153;14.10.2015;5;HS;Wald;CRT_PPM;0;<19;-1;xrf;23;23;0;xrf
7153;15.06.2021;6;HS;Wald;CRT_PPM;0;<19;-1;xrf;24;24;0;xrf
7154;15.11.1995;1;HS;Wald;CRT_PPM;17.2;17.2;0;vbbo;22;22;0;vbbo
7154;06.07.2005;3;HS;Wald;CRT_PPM;21;21;0;xrf;21.4;21.4;0;vbbo
7154;02.06.2010;4;HS;Wald;CRT_PPM;24;24;0;xrf;20.9;20.9;0;vbbo
7154;02.06.2015;5;HS;Wald;CRT_PPM;21;21;0;xrf;25;25;0;xrf
7154;23.04.2021;6;HS;Wald;CRT_PPM;24.7;24.7;0;xrf;28;28;0;xrf
7155;15.11.1995;1;HS;Grünland;CRT_PPM;26.5;26.5;0;vbbo;19.8;19.8;0;vbbo
7155;18.08.2005;3;HS;Grünland;CRT_PPM;28.7;28.7;0;vbbo;0;<19;-1;xrf
7155;01.07.2010;4;HS;Grünland;CRT_PPM;20.7;20.7;0;xrf;0;<19;-1;xrf
7155;25.03.2015;5;HS;Grünland;CRT_PPM;26.3;26.3;0;vbbo;21.2;21.2;0;vbbo
7155;20.10.2021;6;HS;Grünland;CRT_PPM;25.2;25.2;0;vbbo;19.5;19.5;0;vbbo
7157;04.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;44.1;44.1;0;vbbo;35.9;35.9;0;vbbo
7157;11.09.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;49.7;49.7;0;vbbo;41.1;41.1;0;vbbo
7157;29.03.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;49.7;49.7;0;vbbo;38.6;38.6;0;vbbo
7157;24.03.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;47.2;47.2;0;vbbo;34.3;34.3;0;vbbo
7157;24.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;47;47;0;vbbo;40.2;40.2;0;vbbo
7159;08.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;35.8;35.8;0;vbbo;28.7;28.7;0;vbbo
7159;25.04.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;32.5;32.5;0;vbbo;30;30;0;vbbo
7159;16.08.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;31.9;31.9;0;vbbo;26.3;26.3;0;vbbo
7159;24.08.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;30.6;30.6;0;vbbo;26;26;0;vbbo
7159;04.08.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;33;33;0;vbbo;30.6;30.6;0;vbbo
7159;12.08.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;29;29;0;xrf;25;25;0;xrf
7160;17.07.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;22.6;22.6;0;vbbo;24.4;24.4;0;vbbo
7160;03.10.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.6;23.6;0;vbbo;24.2;24.2;0;vbbo
7160;16.08.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.8;23.8;0;vbbo;20.9;20.9;0;vbbo
7160;06.04.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;21.9;21.9;0;vbbo;22.7;22.7;0;vbbo
7160;30.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;25.2;25.2;0;vbbo;27;27;0;vbbo
7160;24.03.2021;6;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;21;21;0;xrf;40;40;0;xrf
7161;08.08.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;30.3;30.3;0;vbbo;26.9;26.9;0;vbbo
7161;02.10.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;29.3;29.3;0;vbbo;29.8;29.8;0;vbbo
7161;08.08.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;28.8;28.8;0;vbbo;28.4;28.4;0;vbbo
7161;19.05.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;28.7;28.7;0;vbbo;25.6;25.6;0;vbbo
7161;30.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;29.7;29.7;0;vbbo;30.2;30.2;0;vbbo
7162;02.09.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;37.3;37.3;0;vbbo;32.7;32.7;0;vbbo
7162;11.05.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;39.1;39.1;0;vbbo;37.2;37.2;0;vbbo
7162;04.05.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;37.3;37.3;0;vbbo;37.8;37.8;0;vbbo
7162;02.05.2011;4;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;40;40;0;vbbo;34.9;34.9;0;vbbo
7162;16.03.2016;5;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;41.8;41.8;0;vbbo;38.8;38.8;0;vbbo
7163;17.07.1996;1;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23.8;23.8;0;vbbo;21.4;21.4;0;vbbo
7163;22.02.2001;2;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;23;23;0;vbbo;20.7;20.7;0;vbbo
7163;01.03.2006;3;NS;AckerGemüsebauSpez.kulturen;CRT_PPM;21.7;21.7;0;vbbo;19.9;19.9;0;vbbo
